EBELN,EBELP,ETENR,SCH_QTY,SCHEDULED_DATE
45000000990,00001,0010,39,2025-07-27
45000000991,00001,0010,59,2025-05-11
45000000991,00002,0010,46,2025-05-02
45000000991,00003,0010,37,2025-05-05
45000000992,00001,0010,59,2025-06-18
45000000992,00002,0010,55,2025-05-12
45000000993,00001,0010,45,2025-07-21
45000000994,00001,0010,52,2025-06-17
45000000995,00001,0010,55,2025-02-12
45000000995,00002,0010,55,2025-02-02
45000000995,00003,0010,17,2025-02-13
45000000995,00003,0020,31,2025-02-21
45000000995,00004,0010,49,2025-02-22
45000000996,00001,0010,29,2025-05-23
45000000996,00001,0020,19,2025-06-05
45000000996,00002,0010,25,2025-05-28
45000000996,00002,0020,29,2025-06-04
45000000997,00001,0010,54,2025-05-13
45000000997,00002,0010,28,2025-05-10
45000000997,00002,0020,14,2025-05-22
45000000998,00001,0010,49,2025-03-27
45000000999,00001,0010,56,2025-07-12
45000001000,00001,0010,55,2025-04-03
45000001000,00002,0010,46,2025-04-14
45000001001,00001,0010,45,2025-06-30
45000001001,00002,0010,28,2025-08-06
45000001001,00002,0020,23,2025-08-10
45000001002,00001,0010,48,2025-06-27
45000001002,00002,0010,55,2025-05-21
45000001002,00003,0010,43,2025-06-05
45000001003,00001,0010,61,2025-03-13
45000001003,00002,0010,51,2025-04-18
45000001004,00001,0010,12,2025-05-04
45000001004,00001,0020,25,2025-05-17
45000001005,00001,0010,63,2025-06-21
45000001005,00002,0010,43,2025-06-09
45000001005,00003,0010,22,2025-05-26
45000001005,00003,0020,23,2025-06-07
45000001006,00001,0010,48,2025-07-28
45000001006,00002,0010,42,2025-07-05
45000001006,00003,0010,17,2025-06-19
45000001006,00003,0020,33,2025-06-20
45000001007,00001,0010,28,2025-04-03
45000001007,00001,0020,26,2025-04-09
45000001007,00002,0010,49,2025-05-11
45000001007,00003,0010,56,2025-05-15
45000001007,00004,0010,47,2025-04-30
45000001008,00001,0010,42,2025-05-12
45000001008,00002,0010,44,2025-06-02
45000001008,00003,0010,39,2025-06-10
45000001008,00004,0010,66,2025-05-06
45000001009,00001,0010,47,2025-04-23
45000001009,00002,0010,40,2025-04-16
45000001010,00001,0010,41,2025-02-20
45000001011,00001,0010,24,2025-02-24
45000001011,00001,0020,29,2025-03-05
45000001011,00002,0010,57,2025-03-03
45000001012,00001,0010,54,2025-05-23
45000001012,00002,0010,65,2025-05-22
45000001013,00001,0010,49,2025-03-29
45000001013,00002,0010,52,2025-02-09
45000001013,00003,0010,44,2025-02-12
45000001014,00001,0010,48,2025-01-30
45000001014,00002,0010,35,2025-02-06
45000001014,00003,0010,46,2025-01-09
45000001014,00004,0010,58,2025-01-21
45000001014,00005,0010,53,2025-01-26
45000001015,00001,0010,39,2025-05-28
45000001015,00001,0020,21,2025-06-04
45000001015,00002,0010,60,2025-06-23
45000001016,00001,0010,30,2025-03-22
45000001016,00001,0020,18,2025-03-23
45000001017,00001,0010,24,2025-08-17
45000001017,00001,0020,37,2025-08-23
45000001017,00002,0010,49,2025-08-05
45000001018,00001,0010,57,2025-06-25
45000001018,00002,0010,31,2025-05-08
45000001018,00002,0020,22,2025-05-13
45000001018,00003,0010,29,2025-05-17
45000001019,00001,0010,56,2025-05-01
45000001019,00002,0010,53,2025-05-27
45000001019,00003,0010,33,2025-04-13
45000001020,00001,0010,27,2025-04-05
45000001020,00001,0020,23,2025-04-16
45000001021,00001,0010,50,2025-03-27
45000001021,00002,0010,55,2025-04-19
45000001021,00003,0010,57,2025-03-15
45000001021,00004,0010,55,2025-03-15
45000001022,00001,0010,24,2025-03-11
45000001022,00001,0020,31,2025-03-19
45000001022,00002,0010,56,2025-03-22
45000001023,00001,0010,17,2025-06-15
45000001023,00001,0020,22,2025-06-18
45000001023,00002,0010,40,2025-06-16
45000001023,00003,0010,48,2025-06-28
45000001024,00001,0010,52,2025-04-27
45000001024,00002,0010,54,2025-04-30
45000001024,00003,0010,16,2025-04-12
45000001024,00003,0020,34,2025-04-18
45000001025,00001,0010,60,2025-05-15
45000001026,00001,0010,51,2025-07-02
45000001027,00001,0010,52,2025-07-29
45000001027,00002,0010,53,2025-07-21
45000001028,00001,0010,61,2025-06-02
45000001028,00002,0010,54,2025-06-11
45000001028,00003,0010,48,2025-05-06
45000001029,00001,0010,57,2025-06-07
45000001029,00002,0010,54,2025-06-06
45000001029,00003,0010,40,2025-06-09
45000001029,00004,0010,64,2025-05-30
45000001029,00005,0010,64,2025-04-24
45000001030,00001,0010,40,2025-06-12
45000001031,00001,0010,45,2025-05-23
45000001032,00001,0010,61,2025-03-06
45000001033,00001,0010,49,2025-08-09
45000001033,00002,0010,45,2025-07-13
45000001033,00003,0010,53,2025-07-05
45000001034,00001,0010,26,2025-06-07
45000001034,00001,0020,14,2025-06-17
45000001034,00002,0010,27,2025-05-24
45000001034,00002,0020,26,2025-06-03
45000001034,00003,0010,50,2025-06-17
45000001034,00004,0010,54,2025-06-17
45000001035,00001,0010,34,2025-04-11
45000001035,00001,0020,25,2025-04-25
45000001035,00002,0010,48,2025-04-16
45000001035,00003,0010,57,2025-02-18
45000001036,00001,0010,45,2025-04-14
45000001037,00001,0010,49,2025-04-07
45000001038,00001,0010,44,2025-05-16
45000001038,00002,0010,43,2025-06-07
45000001038,00003,0010,20,2025-06-14
45000001038,00003,0020,14,2025-06-28
45000001038,00004,0010,55,2025-06-03
45000001039,00001,0010,37,2025-07-22
45000001039,00002,0010,16,2025-07-21
45000001039,00002,0020,35,2025-07-27
45000001040,00001,0010,59,2025-03-25
45000001040,00002,0010,48,2025-03-10
45000001040,00002,0020,34,2025-03-22
45000001041,00001,0010,45,2025-07-22
45000001041,00002,0010,49,2025-07-31
45000001042,00001,0010,60,2025-05-29
45000001042,00002,0010,48,2025-06-01
45000001042,00003,0010,63,2025-05-09
45000001043,00001,0010,49,2025-06-03
45000001043,00002,0010,51,2025-05-19
45000001043,00003,0010,50,2025-04-12
45000001044,00001,0010,14,2025-05-08
45000001044,00001,0020,29,2025-05-09
45000001044,00002,0010,47,2025-04-26
45000001044,00003,0010,57,2025-05-23
45000001044,00004,0010,52,2025-04-22
45000001044,00005,0010,21,2025-03-28
45000001044,00005,0020,36,2025-04-11
45000001044,00006,0010,50,2025-03-29
45000001045,00001,0010,23,2025-02-22
45000001045,00001,0020,31,2025-03-09
45000001046,00001,0010,56,2025-04-17
45000001047,00001,0010,52,2025-06-27
45000001047,00002,0010,57,2025-07-18
45000001047,00003,0010,56,2025-07-15
45000001048,00001,0010,48,2025-02-12
45000001048,00002,0010,59,2025-02-20
45000001049,00001,0010,52,2025-07-05
45000001049,00002,0010,30,2025-05-21
45000001049,00002,0020,20,2025-05-22
45000001050,00001,0010,12,2025-05-21
45000001050,00001,0020,28,2025-05-26
45000001050,00002,0010,65,2025-05-19
45000001050,00003,0010,45,2025-05-09
45000001050,00004,0010,48,2025-06-26
45000001051,00001,0010,31,2025-06-06
45000001051,00001,0020,22,2025-06-10
45000001052,00001,0010,56,2025-06-08
45000001052,00002,0010,46,2025-07-29
45000001052,00003,0010,30,2025-08-02
45000001052,00003,0020,22,2025-08-08
45000001053,00001,0010,32,2025-04-25
45000001053,00001,0020,21,2025-04-29
45000001053,00002,0010,41,2025-03-26
45000001053,00003,0010,49,2025-03-24
45000001054,00001,0010,33,2025-01-31
45000001054,00002,0010,54,2025-03-14
45000001054,00003,0010,42,2025-03-04
45000001055,00001,0010,38,2025-04-02
45000001056,00001,0010,23,2025-07-24
45000001056,00001,0020,22,2025-08-04
45000001056,00002,0010,41,2025-06-05
45000001057,00001,0010,52,2025-01-15
45000001057,00002,0010,30,2025-03-10
45000001057,00002,0020,15,2025-03-23
45000001057,00003,0010,27,2025-02-07
45000001057,00003,0020,24,2025-02-11
45000001058,00001,0010,56,2025-07-21
45000001058,00002,0010,50,2025-07-18
45000001058,00003,0010,60,2025-07-06
45000001058,00004,0010,50,2025-07-30
45000001059,00001,0010,47,2025-07-05
45000001060,00001,0010,40,2025-05-30
45000001060,00002,0010,51,2025-05-08
45000001060,00003,0010,16,2025-05-05
45000001060,00003,0020,27,2025-05-14
45000001061,00001,0010,65,2025-03-13
45000001061,00002,0010,22,2025-03-13
45000001061,00002,0020,36,2025-03-28
45000001061,00003,0010,30,2025-02-20
45000001061,00003,0020,18,2025-02-23
45000001062,00001,0010,52,2025-02-01
45000001062,00002,0010,58,2025-03-11
45000001063,00001,0010,22,2025-06-01
45000001063,00001,0020,34,2025-06-06
45000001063,00002,0010,54,2025-06-03
45000001064,00001,0010,18,2025-04-25
45000001064,00001,0020,22,2025-05-06
45000001064,00002,0010,19,2025-03-27
45000001064,00002,0020,27,2025-04-07
45000001064,00003,0010,52,2025-05-17
45000001065,00001,0010,45,2025-07-24
45000001066,00001,0010,33,2025-06-19
45000001066,00002,0010,48,2025-06-16
45000001067,00001,0010,59,2025-06-01
45000001067,00002,0010,50,2025-05-19
45000001068,00001,0010,52,2025-04-26
45000001069,00001,0010,49,2025-07-11
45000001069,00002,0010,33,2025-05-17
45000001069,00002,0020,22,2025-05-28
45000001070,00001,0010,57,2025-07-24
45000001071,00001,0010,53,2025-06-14
45000001071,00002,0010,30,2025-08-05
45000001071,00002,0020,18,2025-08-12
45000001071,00003,0010,41,2025-06-23
45000001072,00001,0010,70,2025-03-10
45000001072,00002,0010,34,2025-03-10
45000001072,00002,0020,22,2025-03-12
45000001072,00003,0010,43,2025-04-19
45000001073,00001,0010,42,2025-02-04
45000001073,00002,0010,51,2025-03-28
45000001073,00003,0010,35,2025-02-24
45000001074,00001,0010,45,2025-04-17
45000001075,00001,0010,16,2025-04-23
45000001075,00001,0020,36,2025-04-27
45000001076,00001,0010,47,2025-01-15
45000001077,00001,0010,25,2025-04-24
45000001077,00001,0020,41,2025-05-07
45000001078,00001,0010,46,2025-06-14
45000001079,00001,0010,52,2025-05-17
45000001079,00002,0010,18,2025-03-29
45000001079,00002,0020,34,2025-04-07
45000001079,00003,0010,51,2025-04-10
45000001080,00001,0010,52,2025-07-03
45000001081,00001,0010,52,2025-05-26
45000001082,00001,0010,29,2025-07-25
45000001082,00001,0020,20,2025-08-06
45000001082,00002,0010,41,2025-06-17
45000001082,00003,0010,54,2025-07-07
45000001082,00004,0010,19,2025-08-11
45000001082,00004,0020,32,2025-08-20
45000001082,00005,0010,48,2025-06-18
45000001083,00001,0010,64,2025-06-26
45000001084,00001,0010,18,2025-01-18
45000001084,00001,0020,33,2025-01-21
45000001085,00001,0010,37,2025-08-11
45000001086,00001,0010,46,2025-03-06
45000001086,00002,0010,15,2025-02-24
45000001086,00002,0020,25,2025-02-25
45000001086,00003,0010,16,2025-04-22
45000001086,00003,0020,27,2025-04-27
45000001086,00004,0010,45,2025-03-01
45000001086,00005,0010,53,2025-02-28
45000001087,00001,0010,57,2025-02-17
45000001087,00002,0010,20,2025-02-13
45000001087,00002,0020,11,2025-02-26
45000001088,00001,0010,46,2025-04-16
45000001088,00002,0010,61,2025-04-27
45000001089,00001,0010,37,2025-07-06
45000001089,00001,0020,21,2025-07-09
45000001089,00002,0010,40,2025-06-14
45000001090,00001,0010,45,2025-05-02
45000001091,00001,0010,51,2025-04-20
45000001091,00002,0010,54,2025-04-11
45000001092,00001,0010,26,2025-05-24
45000001092,00001,0020,18,2025-05-27
45000001093,00001,0010,54,2025-03-28
45000001093,00002,0010,46,2025-04-21
45000001094,00001,0010,44,2025-04-14
45000001094,00001,0020,22,2025-04-17
45000001094,00002,0010,58,2025-03-08
45000001094,00003,0010,40,2025-04-10
45000001094,00004,0010,44,2025-04-08
45000001095,00001,0010,55,2025-05-23
45000001096,00001,0010,57,2025-05-20
45000001096,00002,0010,22,2025-05-21
45000001096,00002,0020,35,2025-06-02
45000001097,00001,0010,49,2025-03-25
45000001097,00002,0010,52,2025-02-28
45000001098,00001,0010,24,2025-04-06
45000001098,00001,0020,24,2025-04-14
45000001099,00001,0010,37,2025-07-02
45000001099,00001,0020,17,2025-07-12
45000001100,00001,0010,54,2025-07-16
45000001101,00001,0010,52,2025-02-05
45000001101,00002,0010,44,2025-02-19
45000001101,00003,0010,21,2025-03-01
45000001101,00003,0020,23,2025-03-04
45000001101,00004,0010,44,2025-02-22
45000001101,00005,0010,62,2025-03-04
45000001102,00001,0010,17,2025-04-02
45000001102,00001,0020,37,2025-04-08
45000001103,00001,0010,31,2025-03-05
45000001103,00001,0020,19,2025-03-17
45000001103,00002,0010,46,2025-04-18
45000001103,00003,0010,51,2025-03-06
45000001103,00004,0010,46,2025-03-16
45000001103,00005,0010,47,2025-04-01
45000001104,00001,0010,47,2025-04-12
45000001105,00001,0010,58,2025-02-13
45000001106,00001,0010,54,2025-02-28
45000001107,00001,0010,53,2025-02-26
45000001108,00001,0010,53,2025-04-27
45000001108,00002,0010,46,2025-03-31
45000001108,00003,0010,65,2025-05-04
45000001109,00001,0010,47,2025-06-18
45000001110,00001,0010,60,2025-06-23
45000001110,00002,0010,42,2025-07-28
45000001110,00003,0010,40,2025-07-26
45000001110,00004,0010,22,2025-07-19
45000001110,00004,0020,34,2025-07-26
45000001110,00005,0010,56,2025-07-19
45000001111,00001,0010,49,2025-03-24
45000001111,00002,0010,44,2025-02-08
45000001111,00003,0010,56,2025-03-03
45000001112,00001,0010,23,2025-03-04
45000001112,00001,0020,18,2025-03-15
45000001112,00002,0010,27,2025-02-04
45000001112,00002,0020,28,2025-02-19
45000001112,00003,0010,19,2025-02-27
45000001112,00003,0020,35,2025-03-09
45000001112,00004,0010,27,2025-02-05
45000001112,00004,0020,14,2025-02-18
45000001113,00001,0010,45,2025-04-20
45000001113,00002,0010,44,2025-05-01
45000001113,00003,0010,45,2025-05-09
45000001114,00001,0010,51,2025-08-06
45000001114,00002,0010,37,2025-07-07
45000001115,00001,0010,57,2025-04-12
45000001115,00002,0010,53,2025-05-22
45000001115,00003,0010,44,2025-04-15
45000001116,00001,0010,60,2025-07-25
45000001116,00002,0010,66,2025-07-28
45000001117,00001,0010,45,2025-03-27
45000001117,00002,0010,53,2025-03-10
45000001118,00001,0010,17,2025-06-11
45000001118,00001,0020,30,2025-06-14
45000001118,00002,0010,33,2025-05-21
45000001118,00002,0020,15,2025-05-23
45000001119,00001,0010,53,2025-05-07
45000001119,00002,0010,53,2025-06-10
45000001120,00001,0010,35,2025-07-31
45000001120,00001,0020,27,2025-08-12
45000001121,00001,0010,53,2025-08-03
45000001122,00001,0010,46,2025-06-29
45000001122,00002,0010,51,2025-05-23
45000001122,00003,0010,29,2025-05-31
45000001122,00003,0020,15,2025-06-15
45000001122,00004,0010,39,2025-05-30
45000001122,00004,0020,22,2025-06-13
45000001123,00001,0010,51,2025-05-28
45000001124,00001,0010,56,2025-04-30
45000001124,00002,0010,24,2025-04-09
45000001124,00002,0020,20,2025-04-13
45000001124,00003,0010,44,2025-04-01
45000001125,00001,0010,43,2025-02-13
45000001125,00002,0010,58,2025-02-10
45000001125,00003,0010,40,2025-01-31
45000001125,00004,0010,47,2025-02-05
45000001125,00005,0010,54,2025-02-27
45000001125,00006,0010,57,2025-03-17
45000001126,00001,0010,52,2025-06-18
45000001126,00002,0010,49,2025-07-04
45000001126,00003,0010,17,2025-06-18
45000001126,00003,0020,34,2025-06-21
45000001127,00001,0010,18,2025-05-15
45000001127,00001,0020,19,2025-05-22
45000001128,00001,0010,59,2025-06-13
45000001128,00002,0010,21,2025-06-26
45000001128,00002,0020,20,2025-06-29
45000001128,00003,0010,22,2025-08-05
45000001128,00003,0020,29,2025-08-10
45000001129,00001,0010,19,2025-04-17
45000001129,00001,0020,37,2025-04-20
45000001129,00002,0010,50,2025-04-23
45000001129,00003,0010,51,2025-04-19
45000001130,00001,0010,61,2025-07-20
45000001130,00002,0010,63,2025-06-02
45000001130,00003,0010,47,2025-07-05
45000001131,00001,0010,48,2025-06-23
45000001131,00002,0010,15,2025-07-09
45000001131,00002,0020,26,2025-07-21
45000001131,00003,0010,30,2025-06-04
45000001131,00003,0020,29,2025-06-08
45000001131,00004,0010,17,2025-06-09
45000001131,00004,0020,26,2025-06-14
45000001132,00001,0010,51,2025-07-26
45000001133,00001,0010,58,2025-05-15
45000001133,00002,0010,20,2025-07-01
45000001133,00002,0020,21,2025-07-10
45000001134,00001,0010,47,2025-05-21
45000001134,00002,0010,58,2025-03-28
45000001134,00003,0010,43,2025-05-18
45000001134,00004,0010,24,2025-04-02
45000001134,00004,0020,26,2025-04-15
45000001135,00001,0010,21,2025-04-17
45000001135,00001,0020,13,2025-04-27
45000001136,00001,0010,45,2025-08-21
45000001137,00001,0010,42,2025-08-03
45000001137,00002,0010,57,2025-06-30
45000001138,00001,0010,41,2025-02-11
45000001138,00001,0020,28,2025-02-17
45000001139,00001,0010,29,2025-07-05
45000001139,00001,0020,23,2025-07-13
45000001140,00001,0010,58,2025-06-03
45000001140,00002,0010,58,2025-05-07
45000001140,00003,0010,25,2025-05-21
45000001140,00003,0020,30,2025-06-01
45000001141,00001,0010,34,2025-04-19
45000001141,00001,0020,17,2025-04-29
45000001142,00001,0010,47,2025-08-16
45000001142,00002,0010,52,2025-08-20
45000001142,00003,0010,52,2025-08-03
45000001142,00004,0010,35,2025-07-20
45000001142,00005,0010,49,2025-07-16
45000001143,00001,0010,54,2025-01-24
45000001143,00002,0010,30,2025-03-10
45000001143,00002,0020,16,2025-03-20
45000001144,00001,0010,17,2025-04-30
45000001144,00001,0020,21,2025-05-15
45000001144,00002,0010,55,2025-04-29
45000001145,00001,0010,52,2025-07-03
45000001145,00002,0010,27,2025-05-28
45000001145,00002,0020,23,2025-05-29
45000001146,00001,0010,47,2025-05-08
45000001146,00002,0010,44,2025-05-11
45000001146,00003,0010,42,2025-04-05
45000001147,00001,0010,18,2025-05-29
45000001147,00001,0020,27,2025-05-31
45000001147,00002,0010,43,2025-05-28
45000001147,00003,0010,52,2025-04-29
45000001147,00004,0010,42,2025-05-15
45000001147,00005,0010,49,2025-06-13
45000001148,00001,0010,24,2025-05-08
45000001148,00001,0020,21,2025-05-14
45000001149,00001,0010,38,2025-05-15
45000001149,00002,0010,61,2025-06-16
45000001150,00001,0010,43,2025-06-08
45000001150,00002,0010,57,2025-05-28
45000001150,00003,0010,52,2025-06-14
45000001150,00004,0010,45,2025-05-16
45000001151,00001,0010,25,2025-04-05
45000001151,00001,0020,29,2025-04-19
45000001151,00002,0010,45,2025-04-10
45000001152,00001,0010,61,2025-04-02
45000001153,00001,0010,44,2025-02-26
45000001153,00002,0010,27,2025-02-21
45000001153,00002,0020,31,2025-02-23
45000001153,00003,0010,44,2025-03-01
45000001153,00004,0010,48,2025-01-28
45000001154,00001,0010,58,2025-05-15
45000001154,00002,0010,63,2025-05-10
45000001155,00001,0010,47,2025-06-07
45000001156,00001,0010,16,2025-06-30
45000001156,00001,0020,27,2025-07-02
45000001156,00002,0010,19,2025-07-24
45000001156,00002,0020,18,2025-08-07
45000001156,00003,0010,16,2025-07-29
45000001156,00003,0020,25,2025-08-07
45000001157,00001,0010,44,2025-06-05
45000001157,00002,0010,30,2025-07-09
45000001157,00002,0020,18,2025-07-11
45000001157,00003,0010,51,2025-07-10
45000001158,00001,0010,27,2025-04-08
45000001158,00001,0020,16,2025-04-10
45000001158,00002,0010,43,2025-04-13
45000001159,00001,0010,20,2025-07-02
45000001159,00001,0020,43,2025-07-14
45000001159,00002,0010,44,2025-05-30
45000001160,00001,0010,44,2025-04-19
45000001161,00001,0010,61,2025-01-30
45000001161,00002,0010,56,2025-01-16
45000001161,00003,0010,55,2025-02-19
45000001161,00004,0010,47,2025-01-30
45000001161,00005,0010,40,2025-02-19
45000001162,00001,0010,53,2025-05-24
45000001163,00001,0010,48,2025-02-03
45000001163,00002,0010,48,2025-03-17
45000001163,00003,0010,23,2025-02-13
45000001163,00003,0020,16,2025-02-15
45000001163,00004,0010,49,2025-03-14
45000001163,00005,0010,47,2025-03-20
45000001163,00006,0010,54,2025-03-11
45000001164,00001,0010,46,2025-03-24
45000001164,00002,0010,50,2025-03-15
45000001165,00001,0010,60,2025-06-19
45000001166,00001,0010,41,2025-08-17
45000001166,00002,0010,60,2025-08-07
45000001167,00001,0010,23,2025-06-14
45000001167,00001,0020,28,2025-06-24
45000001167,00002,0010,53,2025-06-01
45000001167,00003,0010,57,2025-05-25
45000001167,00004,0010,39,2025-07-13
45000001168,00001,0010,39,2025-04-08
45000001168,00002,0010,70,2025-05-03
45000001168,00003,0010,49,2025-04-24
45000001168,00004,0010,51,2025-05-27
45000001169,00001,0010,51,2025-05-19
45000001169,00002,0010,48,2025-06-21
45000001170,00001,0010,50,2025-05-09
45000001170,00002,0010,42,2025-05-17
45000001170,00003,0010,54,2025-05-04
45000001170,00004,0010,50,2025-05-31
45000001170,00005,0010,56,2025-04-20
45000001171,00001,0010,25,2025-01-25
45000001171,00001,0020,29,2025-01-28
45000001171,00002,0010,24,2025-01-26
45000001171,00002,0020,19,2025-01-28
45000001172,00001,0010,43,2025-06-23
45000001172,00002,0010,49,2025-06-04
45000001172,00003,0010,34,2025-06-13
45000001173,00001,0010,11,2025-05-31
45000001173,00001,0020,25,2025-06-03
45000001173,00002,0010,28,2025-07-22
45000001173,00002,0020,21,2025-07-23
45000001173,00003,0010,52,2025-06-25
45000001174,00001,0010,45,2025-04-12
45000001175,00001,0010,61,2025-06-29
45000001175,00002,0010,49,2025-06-15
45000001176,00001,0010,33,2025-04-30
45000001176,00001,0020,24,2025-05-09
45000001176,00002,0010,47,2025-04-28
45000001176,00003,0010,42,2025-05-04
45000001177,00001,0010,44,2025-04-09
45000001178,00001,0010,50,2025-06-28
45000001178,00002,0010,34,2025-06-25
45000001178,00002,0020,19,2025-07-03
45000001178,00003,0010,34,2025-06-09
45000001178,00003,0020,23,2025-06-19
45000001178,00004,0010,44,2025-06-25
45000001179,00001,0010,42,2025-08-08
45000001180,00001,0010,56,2025-07-06
45000001180,00002,0010,45,2025-08-03
45000001180,00003,0010,11,2025-07-06
45000001180,00003,0020,20,2025-07-18
45000001180,00004,0010,30,2025-08-15
45000001180,00004,0020,22,2025-08-16
45000001181,00001,0010,29,2025-02-24
45000001181,00001,0020,16,2025-03-03
45000001181,00002,0010,53,2025-02-08
45000001181,00003,0010,42,2025-02-15
45000001182,00001,0010,59,2025-03-11
45000001183,00001,0010,57,2025-07-21
45000001183,00002,0010,26,2025-06-24
45000001183,00002,0020,34,2025-06-28
45000001183,00003,0010,44,2025-06-21
45000001184,00001,0010,44,2025-03-31
45000001185,00001,0010,22,2025-08-11
45000001185,00001,0020,28,2025-08-25
45000001185,00002,0010,19,2025-07-15
45000001185,00002,0020,27,2025-07-16
45000001185,00003,0010,53,2025-06-19
45000001185,00004,0010,17,2025-06-19
45000001185,00004,0020,28,2025-06-28
45000001186,00001,0010,44,2025-06-05
45000001187,00001,0010,56,2025-07-14
45000001187,00002,0010,20,2025-07-02
45000001187,00002,0020,27,2025-07-14
45000001187,00003,0010,21,2025-06-14
45000001187,00003,0020,24,2025-06-27
45000001187,00004,0010,46,2025-06-12
45000001188,00001,0010,41,2025-05-23
45000001188,00002,0010,51,2025-04-30
45000001189,00001,0010,53,2025-05-14
45000001189,00002,0010,28,2025-05-29
45000001189,00002,0020,33,2025-06-10
45000001190,00001,0010,45,2025-07-03
45000001190,00002,0010,49,2025-08-18
45000001190,00003,0010,46,2025-08-02
45000001190,00004,0010,50,2025-08-08
45000001191,00001,0010,58,2025-03-04
45000001191,00002,0010,28,2025-03-16
45000001191,00002,0020,26,2025-03-31
45000001192,00001,0010,36,2025-07-16
45000001192,00001,0020,20,2025-07-26
45000001193,00001,0010,50,2025-04-13
45000001193,00002,0010,53,2025-04-26
45000001193,00003,0010,58,2025-04-26
45000001194,00001,0010,26,2025-04-27
45000001194,00001,0020,17,2025-05-04
45000001194,00002,0010,59,2025-06-04
45000001194,00003,0010,20,2025-04-13
45000001194,00003,0020,28,2025-04-15
45000001194,00004,0010,46,2025-05-28
45000001194,00005,0010,45,2025-05-03
45000001195,00001,0010,40,2025-06-29
45000001195,00002,0010,50,2025-07-29
45000001196,00001,0010,51,2025-08-14
45000001197,00001,0010,21,2025-01-28
45000001197,00001,0020,24,2025-02-01
45000001197,00002,0010,48,2025-01-12
45000001198,00001,0010,45,2025-04-28
45000001199,00001,0010,54,2025-05-15
45000001200,00001,0010,18,2025-03-18
45000001200,00001,0020,39,2025-03-21
45000001200,00002,0010,54,2025-05-02
45000001200,00003,0010,53,2025-04-07
45000001200,00004,0010,18,2025-03-18
45000001200,00004,0020,30,2025-03-28
45000001200,00005,0010,29,2025-04-01
45000001200,00005,0020,23,2025-04-15
45000001201,00001,0010,48,2025-02-08
45000001201,00002,0010,54,2025-03-07
45000001201,00003,0010,39,2025-02-15
45000001202,00001,0010,29,2025-07-22
45000001202,00001,0020,20,2025-08-03
45000001203,00001,0010,45,2025-02-26
45000001203,00002,0010,55,2025-01-25
45000001204,00001,0010,57,2025-07-21
45000001204,00002,0010,47,2025-07-29
45000001204,00003,0010,41,2025-06-22
45000001204,00004,0010,55,2025-06-16
45000001205,00001,0010,54,2025-02-18
45000001205,00002,0010,56,2025-03-14
45000001205,00003,0010,47,2025-02-19
45000001206,00001,0010,15,2025-03-16
45000001206,00001,0020,34,2025-03-29
45000001206,00002,0010,55,2025-02-01
45000001207,00001,0010,42,2025-08-07
45000001207,00002,0010,50,2025-07-09
45000001207,00003,0010,38,2025-07-20
45000001207,00003,0020,21,2025-07-29
45000001207,00004,0010,56,2025-08-22
45000001208,00001,0010,54,2025-02-27
45000001208,00002,0010,53,2025-02-25
45000001208,00003,0010,16,2025-03-18
45000001208,00003,0020,35,2025-03-21
45000001208,00004,0010,50,2025-03-06
45000001208,00005,0010,56,2025-02-21
45000001209,00001,0010,55,2025-05-19
45000001209,00002,0010,57,2025-03-29
45000001209,00003,0010,46,2025-05-26
45000001209,00004,0010,29,2025-05-18
45000001209,00004,0020,14,2025-05-25
45000001210,00001,0010,49,2025-06-22
45000001211,00001,0010,49,2025-04-18
45000001211,00002,0010,28,2025-05-25
45000001211,00002,0020,22,2025-05-31
45000001211,00003,0010,61,2025-05-19
45000001211,00004,0010,23,2025-06-08
45000001211,00004,0020,18,2025-06-20
45000001212,00001,0010,65,2025-03-10
45000001213,00001,0010,20,2025-07-23
45000001213,00001,0020,25,2025-07-29
45000001213,00002,0010,44,2025-07-24
45000001214,00001,0010,41,2025-02-26
45000001215,00001,0010,60,2025-04-26
45000001216,00001,0010,60,2025-06-25
45000001217,00001,0010,41,2025-05-02
45000001218,00001,0010,42,2025-05-05
45000001218,00002,0010,71,2025-04-27
45000001218,00003,0010,24,2025-04-24
45000001218,00003,0020,27,2025-04-29
45000001218,00004,0010,37,2025-04-14
45000001218,00005,0010,60,2025-04-15
45000001219,00001,0010,45,2025-06-27
45000001220,00001,0010,17,2025-03-14
45000001220,00001,0020,23,2025-03-24
45000001221,00001,0010,43,2025-08-08
45000001222,00001,0010,46,2025-05-31
45000001222,00002,0010,59,2025-05-21
45000001222,00003,0010,42,2025-04-21
45000001223,00001,0010,62,2025-01-24
45000001224,00001,0010,52,2025-07-05
45000001224,00002,0010,46,2025-06-05
45000001225,00001,0010,50,2025-07-11
45000001225,00002,0010,58,2025-07-10
45000001226,00001,0010,45,2025-05-11
45000001226,00002,0010,26,2025-05-11
45000001226,00002,0020,22,2025-05-18
45000001226,00003,0010,54,2025-04-30
45000001226,00004,0010,54,2025-05-19
45000001227,00001,0010,30,2025-04-30
45000001227,00001,0020,34,2025-05-10
45000001227,00002,0010,54,2025-05-31
45000001227,00003,0010,15,2025-05-30
45000001227,00003,0020,36,2025-06-12
45000001227,00004,0010,55,2025-05-14
45000001228,00001,0010,60,2025-05-18
45000001229,00001,0010,54,2025-03-10
45000001229,00002,0010,40,2025-04-01
