MBLNR,MJAHR,MATNR,EBELN,EBELP,GR_DATE,GR_QTY,BWART
59870747,2025,M100331,45000000889,00002,2025-03-24,24,105
69636174,2025,M100331,45000000889,00002,2025-04-11,22,105
67126887,2025,M100279,45000000890,00001,2025-04-30,26,105
58566703,2025,M100279,45000000890,00001,2025-04-18,27,102
61154707,2025,M100184,45000000890,00002,2025-05-03,47,101
61821118,2025,M100078,45000000890,00003,2025-06-11,13,105
62356999,2025,M100078,45000000890,00003,2025-06-01,27,102
67038591,2025,M100409,45000000891,00001,2025-02-05,54,105
61064083,2025,M100073,45000000891,00002,2025-03-27,43,102
59110343,2025,M100254,45000000892,00001,2025-04-04,32,102
62413036,2025,M100254,45000000892,00001,2025-03-15,25,102
54978966,2025,M100403,45000000892,00003,2025-03-26,60,102
65768474,2025,M100399,45000000893,00001,2025-04-22,16,105
50571326,2025,M100399,45000000893,00001,2025-04-09,25,102
62220124,2025,M100448,45000000893,00002,2025-04-24,41,105
65496950,2025,M100390,45000000894,00002,2025-04-18,51,102
54448372,2025,M100115,45000000895,00002,2025-02-12,53,101
66393989,2025,M100218,45000000895,00003,2025-03-28,51,101
61526151,2025,M100290,45000000896,00001,2025-06-08,47,101
50698656,2025,M100132,45000000896,00003,2025-06-13,55,102
66195901,2025,M100074,45000000897,00001,2025-07-03,19,102
56621779,2025,M100074,45000000897,00001,2025-07-17,31,101
66657641,2025,M100001,45000000899,00001,2025-04-20,15,105
59493141,2025,M100001,45000000899,00001,2025-04-11,7,102
68645673,2025,M100001,45000000899,00001,2025-04-29,28,101
62198060,2025,M100469,45000000899,00002,2025-03-30,54,102
57203788,2025,M100236,45000000900,00001,2025-06-14,31,101
66228747,2025,M100236,45000000900,00001,2025-06-10,11,105
63917077,2025,M100236,45000000900,00001,2025-06-13,11,105
60117406,2025,M100130,45000000901,00001,2025-04-10,19,105
51005602,2025,M100130,45000000901,00001,2025-03-24,19,105
65893035,2025,M100493,45000000902,00001,2025-04-17,10,101
61060512,2025,M100493,45000000902,00001,2025-04-22,27,105
53136994,2025,M100246,45000000902,00002,2025-03-20,49,105
57484904,2025,M100418,45000000902,00003,2025-02-25,51,102
64100712,2025,M100475,45000000903,00001,2025-04-25,21,101
69319089,2025,M100475,45000000903,00001,2025-05-13,18,105
52952625,2025,M100038,45000000903,00003,2025-04-08,33,101
53115013,2025,M100099,45000000903,00004,2025-04-09,16,101
56865546,2025,M100099,45000000903,00004,2025-04-20,21,101
51106568,2025,M100344,45000000903,00005,2025-04-22,60,105
57285791,2025,M100122,45000000904,00001,2025-06-19,41,105
56205589,2025,M100293,45000000904,00002,2025-05-17,52,101
52106678,2025,M100143,45000000904,00003,2025-07-25,19,105
67723898,2025,M100143,45000000904,00003,2025-07-10,29,102
63831610,2025,M100210,45000000905,00001,2025-03-19,10,102
59159323,2025,M100210,45000000905,00001,2025-03-13,12,101
68242793,2025,M100210,45000000905,00001,2025-02-14,23,101
59863197,2025,M100494,45000000906,00001,2025-07-10,49,101
66130778,2025,M100005,45000000906,00002,2025-07-24,45,102
51006165,2025,M100034,45000000907,00001,2025-02-09,13,102
68750392,2025,M100034,45000000907,00001,2025-02-19,30,101
64565775,2025,M100308,45000000908,00001,2025-06-27,18,102
64842578,2025,M100308,45000000908,00001,2025-06-11,24,105
68443734,2025,M100075,45000000908,00002,2025-07-09,51,102
55662804,2025,M100169,45000000908,00003,2025-07-07,21,102
67665553,2025,M100169,45000000908,00003,2025-07-14,28,102
62885647,2025,M100029,45000000908,00004,2025-06-23,44,105
60973522,2025,M100054,45000000908,00005,2025-07-02,15,102
63535031,2025,M100054,45000000908,00005,2025-07-08,38,102
50343493,2025,M100061,45000000909,00001,2025-04-27,55,101
68969872,2025,M100423,45000000909,00002,2025-04-30,24,102
69768590,2025,M100423,45000000909,00002,2025-05-17,21,102
52143337,2025,M100266,45000000909,00003,2025-06-04,45,101
69345421,2025,M100193,45000000910,00001,2025-03-29,62,101
68796687,2025,M100330,45000000910,00002,2025-03-11,18,102
56232360,2025,M100330,45000000910,00002,2025-03-11,41,101
68723277,2025,M100232,45000000910,00003,2025-04-20,46,102
56836803,2025,M100149,45000000911,00001,2025-02-24,47,105
66635360,2025,M100058,45000000912,00001,2025-06-03,26,105
58908545,2025,M100058,45000000912,00001,2025-05-16,4,102
69599870,2025,M100058,45000000912,00001,2025-05-21,15,102
65077873,2025,M100182,45000000912,00002,2025-06-05,25,105
62476879,2025,M100182,45000000912,00002,2025-06-10,13,102
62930972,2025,M100182,45000000912,00002,2025-06-17,16,105
61318720,2025,M100338,45000000912,00003,2025-05-13,41,101
66071818,2025,M100178,45000000913,00001,2025-07-16,68,105
57208684,2025,M100016,45000000913,00002,2025-06-30,47,102
53602769,2025,M100489,45000000913,00004,2025-06-23,42,102
52061978,2025,M100063,45000000915,00001,2025-06-29,17,102
52945412,2025,M100063,45000000915,00001,2025-06-22,46,105
53347121,2025,M100447,45000000915,00002,2025-08-08,48,102
69274970,2025,M100203,45000000916,00001,2025-02-20,47,101
61419627,2025,M100351,45000000916,00002,2025-03-18,39,102
60623294,2025,M100238,45000000917,00001,2025-04-17,49,105
56292696,2025,M100249,45000000918,00001,2025-05-31,50,101
65964973,2025,M100382,45000000919,00001,2025-05-14,25,102
56872348,2025,M100382,45000000919,00001,2025-05-08,21,101
59366693,2025,M100062,45000000920,00001,2025-02-10,53,101
63495986,2025,M100005,45000000921,00001,2025-06-29,54,101
66477425,2025,M100229,45000000923,00001,2025-05-19,49,101
67741733,2025,M100298,45000000924,00001,2025-02-19,40,102
63637500,2025,M100225,45000000924,00002,2025-03-21,26,102
54452858,2025,M100225,45000000924,00002,2025-03-04,12,102
56046184,2025,M100225,45000000924,00002,2025-03-04,24,102
59728497,2025,M100314,45000000925,00001,2025-03-09,61,101
50209348,2025,M100054,45000000926,00001,2025-03-19,13,105
62290330,2025,M100054,45000000926,00001,2025-04-06,19,101
51347159,2025,M100054,45000000926,00001,2025-03-21,30,102
54695394,2025,M100099,45000000926,00002,2025-02-05,52,101
61380060,2025,M100202,45000000926,00003,2025-02-12,47,101
58026447,2025,M100402,45000000926,00004,2025-04-02,41,101
64880374,2025,M100104,45000000927,00001,2025-05-25,57,102
64260132,2025,M100289,45000000928,00001,2025-04-29,53,102
63479022,2025,M100305,45000000928,00002,2025-04-28,15,101
61938762,2025,M100305,45000000928,00002,2025-05-13,40,102
58406952,2025,M100287,45000000929,00001,2025-02-10,47,102
65331114,2025,M100338,45000000930,00001,2025-03-15,55,101
51927469,2025,M100372,45000000931,00001,2025-08-14,49,101
50258490,2025,M100213,45000000932,00001,2025-01-28,45,102
51398189,2025,M100332,45000000933,00001,2025-02-13,23,102
52550651,2025,M100332,45000000933,00001,2025-01-17,11,101
52792704,2025,M100332,45000000933,00001,2025-01-28,23,105
56798444,2025,M100399,45000000933,00002,2025-03-30,24,101
62246543,2025,M100399,45000000933,00002,2025-03-16,21,101
50560292,2025,M100277,45000000933,00003,2025-03-27,61,105
52748129,2025,M100482,45000000934,00001,2025-02-16,60,102
56319825,2025,M100324,45000000935,00001,2025-05-21,23,101
67717176,2025,M100324,45000000935,00001,2025-04-29,31,101
58894163,2025,M100188,45000000936,00001,2025-05-12,45,102
69244710,2025,M100349,45000000936,00002,2025-04-21,28,101
51158341,2025,M100349,45000000936,00002,2025-04-09,30,102
60226771,2025,M100435,45000000936,00003,2025-04-28,19,105
51099818,2025,M100435,45000000936,00003,2025-05-26,39,102
59543994,2025,M100451,45000000936,00004,2025-04-02,51,102
56814325,2025,M100499,45000000937,00001,2025-07-27,29,101
60593443,2025,M100499,45000000937,00001,2025-07-13,20,102
56493043,2025,M100372,45000000937,00002,2025-07-02,64,102
54010358,2025,M100334,45000000937,00003,2025-07-23,47,102
65065044,2025,M100011,45000000938,00001,2025-07-20,49,101
50359837,2025,M100073,45000000938,00002,2025-06-30,57,105
61442364,2025,M100242,45000000939,00001,2025-08-22,43,105
57119226,2025,M100286,45000000939,00002,2025-08-19,61,105
68088417,2025,M100374,45000000940,00001,2025-07-09,18,102
67756539,2025,M100374,45000000940,00001,2025-07-28,32,101
51235143,2025,M100052,45000000940,00002,2025-07-04,49,102
68884583,2025,M100216,45000000940,00003,2025-07-15,62,101
62183066,2025,M100302,45000000941,00001,2025-02-20,23,105
62697801,2025,M100302,45000000941,00001,2025-02-22,26,105
66378793,2025,M100258,45000000942,00001,2025-05-13,51,105
50937170,2025,M100312,45000000943,00001,2025-07-11,24,105
60065574,2025,M100312,45000000943,00001,2025-07-09,29,101
61909919,2025,M100084,45000000944,00001,2025-03-25,29,101
69157362,2025,M100084,45000000944,00001,2025-03-28,23,101
62824421,2025,M100008,45000000944,00003,2025-04-30,53,102
50414396,2025,M100414,45000000944,00004,2025-04-29,41,102
54939377,2025,M100326,45000000945,00001,2025-08-02,49,105
63779795,2025,M100170,45000000946,00001,2025-06-16,37,101
52176168,2025,M100212,45000000946,00002,2025-06-07,24,101
50669993,2025,M100212,45000000946,00002,2025-06-10,9,105
50885486,2025,M100212,45000000946,00002,2025-05-21,15,105
69717759,2025,M100214,45000000948,00001,2025-04-22,50,105
68647780,2025,M100155,45000000948,00002,2025-04-24,50,101
54561188,2025,M100363,45000000949,00001,2025-05-19,47,102
50809440,2025,M100335,45000000950,00001,2025-06-20,57,102
65496518,2025,M100149,45000000951,00001,2025-04-22,63,102
69752473,2025,M100390,45000000952,00001,2025-03-14,11,102
62941849,2025,M100390,45000000952,00001,2025-03-19,39,105
64321113,2025,M100246,45000000953,00001,2025-04-19,19,105
50945275,2025,M100246,45000000953,00001,2025-05-08,8,102
56787402,2025,M100246,45000000953,00001,2025-05-11,19,105
68888821,2025,M100262,45000000954,00001,2025-05-24,42,105
55009555,2025,M100078,45000000955,00001,2025-05-08,47,101
62361282,2025,M100133,45000000956,00001,2025-08-03,28,102
69090246,2025,M100133,45000000956,00001,2025-08-11,20,105
55862229,2025,M100174,45000000957,00001,2025-05-31,22,102
51634365,2025,M100174,45000000957,00001,2025-04-30,22,102
67614104,2025,M100436,45000000958,00001,2025-02-14,59,102
68488382,2025,M100421,45000000959,00001,2025-05-01,46,101
58795967,2025,M100248,45000000960,00001,2025-08-26,53,105
58011391,2025,M100158,45000000960,00002,2025-07-19,17,102
60297685,2025,M100158,45000000960,00002,2025-07-09,13,101
62510558,2025,M100158,45000000960,00002,2025-07-03,16,102
55954024,2025,M100217,45000000960,00003,2025-06-10,47,102
56715816,2025,M100459,45000000960,00004,2025-07-14,44,101
54130171,2025,M100297,45000000960,00005,2025-07-08,20,101
66471954,2025,M100297,45000000960,00005,2025-07-05,26,101
57073907,2025,M100048,45000000961,00001,2025-02-09,45,102
58231428,2025,M100284,45000000961,00002,2025-03-03,48,105
63197456,2025,M100103,45000000961,00003,2025-03-03,49,105
57899442,2025,M100190,45000000962,00001,2025-07-08,16,102
55970542,2025,M100190,45000000962,00001,2025-06-29,30,102
68416705,2025,M100085,45000000962,00002,2025-07-10,44,102
56251075,2025,M100226,45000000962,00003,2025-06-26,55,105
59743630,2025,M100188,45000000963,00001,2025-08-01,51,105
54279354,2025,M100389,45000000963,00002,2025-08-16,49,101
67135685,2025,M100315,45000000964,00001,2025-07-02,43,102
59291322,2025,M100271,45000000965,00001,2025-02-17,21,105
51861631,2025,M100271,45000000965,00001,2025-03-02,10,102
66185165,2025,M100271,45000000965,00001,2025-02-22,19,105
56839735,2025,M100235,45000000966,00001,2025-04-08,22,101
60108880,2025,M100235,45000000966,00001,2025-04-11,36,101
58309254,2025,M100204,45000000966,00002,2025-02-27,58,105
61801711,2025,M100486,45000000968,00001,2025-04-26,36,101
59115863,2025,M100142,45000000970,00001,2025-03-17,11,105
56311426,2025,M100142,45000000970,00001,2025-03-09,19,102
65123228,2025,M100142,45000000970,00001,2025-03-30,20,105
56612878,2025,M100101,45000000970,00002,2025-04-16,46,101
65455569,2025,M100100,45000000971,00001,2025-04-05,53,101
50556087,2025,M100396,45000000972,00001,2025-04-21,46,102
58926232,2025,M100054,45000000972,00002,2025-05-12,49,101
66333780,2025,M100472,45000000972,00003,2025-04-20,15,105
58739001,2025,M100472,45000000972,00003,2025-05-19,33,105
53849770,2025,M100183,45000000972,00004,2025-04-04,55,101
66942637,2025,M100347,45000000973,00001,2025-04-20,55,105
57184939,2025,M100387,45000000974,00001,2025-07-13,51,101
60769614,2025,M100369,45000000975,00001,2025-04-23,19,101
60290682,2025,M100369,45000000975,00001,2025-05-11,36,105
51261100,2025,M100443,45000000977,00001,2025-06-07,55,101
53104072,2025,M100490,45000000978,00001,2025-04-22,58,102
60129678,2025,M100121,45000000978,00002,2025-04-22,14,102
55458178,2025,M100121,45000000978,00002,2025-05-02,8,101
54141980,2025,M100121,45000000978,00002,2025-04-23,19,101
55691407,2025,M100109,45000000979,00001,2025-02-27,47,101
66448094,2025,M100244,45000000980,00001,2025-06-17,36,101
57686444,2025,M100103,45000000981,00001,2025-08-20,60,102
58696907,2025,M100255,45000000981,00002,2025-08-20,23,102
51699074,2025,M100255,45000000981,00002,2025-08-02,10,102
58383083,2025,M100255,45000000981,00002,2025-08-02,11,105
61994715,2025,M100021,45000000982,00001,2025-01-12,19,101
54478230,2025,M100021,45000000982,00001,2025-02-03,9,101
52865804,2025,M100021,45000000982,00001,2025-01-25,25,105
53580058,2025,M100364,45000000982,00002,2025-03-01,14,102
62850332,2025,M100364,45000000982,00002,2025-03-12,11,105
61322438,2025,M100364,45000000982,00002,2025-02-21,22,102
61266775,2025,M100234,45000000982,00003,2025-04-04,27,102
56433894,2025,M100234,45000000982,00003,2025-03-09,28,101
50413828,2025,M100255,45000000983,00001,2025-04-19,49,101
64465130,2025,M100385,45000000983,00002,2025-03-01,17,105
64738609,2025,M100385,45000000983,00002,2025-03-17,14,105
62522860,2025,M100385,45000000983,00002,2025-03-03,21,105
61045895,2025,M100029,45000000984,00001,2025-06-05,38,101
55710426,2025,M100198,45000000985,00001,2025-08-12,51,101
55369795,2025,M100014,45000000986,00001,2025-07-02,20,105
66903956,2025,M100014,45000000986,00001,2025-07-13,25,101
57261149,2025,M100377,45000000986,00002,2025-07-06,56,105
69477937,2025,M100055,45000000987,00001,2025-03-07,64,101
55161887,2025,M100373,45000000987,00002,2025-03-10,54,101
60132457,2025,M100477,45000000987,00004,2025-02-24,13,101
51732788,2025,M100477,45000000987,00004,2025-03-04,41,105
66884470,2025,M100352,45000000988,00002,2025-08-10,19,105
63119908,2025,M100352,45000000988,00002,2025-08-16,24,102
68202023,2025,M100380,45000000989,00001,2025-01-24,31,101
62938089,2025,M100265,45000000990,00001,2025-07-31,11,102
53415209,2025,M100265,45000000990,00001,2025-08-13,16,102
59164073,2025,M100265,45000000990,00001,2025-08-12,12,105
56421940,2025,M100262,45000000991,00001,2025-05-28,59,101
53191134,2025,M100273,45000000991,00002,2025-04-30,46,101
57305749,2025,M100135,45000000991,00003,2025-05-10,37,101
57912892,2025,M100029,45000000992,00001,2025-06-25,32,102
68224899,2025,M100029,45000000992,00001,2025-06-26,27,102
63238432,2025,M100199,45000000994,00001,2025-06-30,52,101
55304901,2025,M100092,45000000995,00002,2025-02-14,55,101
68015251,2025,M100090,45000000995,00004,2025-03-07,12,102
65038712,2025,M100090,45000000995,00004,2025-03-19,19,102
50994480,2025,M100090,45000000995,00004,2025-03-15,18,102
69798541,2025,M100351,45000000996,00001,2025-06-01,48,105
65762726,2025,M100260,45000000996,00002,2025-06-21,26,102
68088545,2025,M100260,45000000996,00002,2025-05-28,28,105
65059944,2025,M100405,45000000998,00001,2025-03-26,49,105
57337110,2025,M100431,45000000999,00001,2025-07-12,11,105
62427584,2025,M100431,45000000999,00001,2025-07-11,45,101
54853342,2025,M100325,45000001000,00001,2025-05-01,55,102
56135322,2025,M100150,45000001000,00002,2025-04-19,15,102
59708628,2025,M100150,45000001000,00002,2025-05-03,31,101
66287190,2025,M100452,45000001001,00001,2025-07-10,19,102
69492779,2025,M100452,45000001001,00001,2025-07-11,26,105
68499630,2025,M100474,45000001001,00002,2025-08-09,51,101
62795203,2025,M100037,45000001002,00001,2025-07-06,48,105
65415577,2025,M100006,45000001002,00002,2025-05-28,55,105
51333171,2025,M100320,45000001002,00003,2025-07-02,43,102
65321230,2025,M100452,45000001003,00001,2025-04-01,34,105
52653257,2025,M100452,45000001003,00001,2025-03-24,27,105
52374865,2025,M100424,45000001003,00002,2025-04-30,51,101
52713713,2025,M100156,45000001004,00001,2025-05-12,37,105
51913554,2025,M100222,45000001005,00001,2025-07-17,63,102
66630188,2025,M100405,45000001005,00002,2025-06-06,43,102
69390055,2025,M100032,45000001005,00003,2025-06-11,19,105
56637729,2025,M100032,45000001005,00003,2025-06-17,26,102
54202550,2025,M100098,45000001006,00001,2025-08-20,48,101
62026008,2025,M100374,45000001006,00002,2025-07-22,23,101
62045894,2025,M100374,45000001006,00002,2025-07-18,7,102
55465458,2025,M100374,45000001006,00002,2025-07-12,12,102
56339380,2025,M100496,45000001006,00003,2025-06-28,50,105
61778235,2025,M100253,45000001007,00001,2025-04-04,54,102
53682057,2025,M100046,45000001007,00002,2025-05-30,49,105
66706221,2025,M100334,45000001007,00003,2025-05-13,24,102
57730689,2025,M100334,45000001007,00003,2025-06-02,7,102
63485619,2025,M100334,45000001007,00003,2025-05-26,25,102
51021346,2025,M100025,45000001007,00004,2025-05-18,47,102
54719994,2025,M100378,45000001008,00001,2025-05-18,42,101
66855337,2025,M100039,45000001008,00002,2025-06-30,44,102
68286914,2025,M100173,45000001009,00002,2025-04-24,11,101
64809192,2025,M100173,45000001009,00002,2025-04-21,11,101
69132829,2025,M100173,45000001009,00002,2025-05-16,18,101
60742696,2025,M100476,45000001010,00001,2025-03-17,20,101
52369146,2025,M100476,45000001010,00001,2025-02-24,21,101
58192928,2025,M100129,45000001011,00001,2025-03-20,53,102
58006272,2025,M100388,45000001012,00001,2025-06-02,54,101
51806509,2025,M100268,45000001013,00002,2025-02-21,52,102
50884056,2025,M100115,45000001013,00003,2025-02-25,44,101
50627885,2025,M100225,45000001014,00001,2025-02-02,19,101
62489732,2025,M100225,45000001014,00001,2025-02-22,9,105
51256094,2025,M100225,45000001014,00001,2025-02-01,20,101
52543517,2025,M100497,45000001014,00002,2025-02-22,35,105
51528108,2025,M100335,45000001014,00003,2025-02-03,46,101
68460064,2025,M100426,45000001014,00004,2025-01-22,21,102
56427688,2025,M100426,45000001014,00004,2025-02-15,16,101
59447211,2025,M100426,45000001014,00004,2025-01-22,21,105
57033829,2025,M100473,45000001014,00005,2025-01-23,53,105
60448441,2025,M100261,45000001015,00001,2025-06-06,60,105
60294059,2025,M100137,45000001015,00002,2025-07-03,60,102
52226113,2025,M100228,45000001016,00001,2025-04-11,48,101
50065239,2025,M100181,45000001017,00001,2025-09-08,61,101
54092255,2025,M100034,45000001017,00002,2025-08-14,49,101
69167120,2025,M100192,45000001018,00001,2025-07-21,57,102
54291719,2025,M100480,45000001018,00002,2025-05-14,25,105
61990364,2025,M100480,45000001018,00002,2025-05-19,28,102
52855026,2025,M100139,45000001018,00003,2025-06-12,7,102
52575475,2025,M100139,45000001018,00003,2025-06-07,11,105
68767069,2025,M100139,45000001018,00003,2025-06-16,11,105
65975969,2025,M100077,45000001019,00001,2025-05-27,22,105
62450886,2025,M100077,45000001019,00001,2025-05-26,34,101
54321565,2025,M100483,45000001019,00002,2025-05-28,53,101
65316643,2025,M100389,45000001019,00003,2025-04-24,33,105
67001321,2025,M100086,45000001020,00001,2025-04-19,50,102
69694058,2025,M100326,45000001021,00001,2025-03-31,50,102
52835159,2025,M100068,45000001021,00002,2025-05-12,31,105
57494265,2025,M100068,45000001021,00002,2025-05-15,24,102
66731286,2025,M100060,45000001021,00003,2025-03-13,57,105
53588424,2025,M100498,45000001021,00004,2025-03-14,16,102
60703807,2025,M100498,45000001021,00004,2025-04-12,39,105
68097013,2025,M100020,45000001022,00001,2025-03-14,55,105
51106228,2025,M100092,45000001022,00002,2025-03-27,56,102
69579991,2025,M100405,45000001023,00002,2025-06-28,40,101
58444393,2025,M100296,45000001023,00003,2025-07-15,48,101
65303727,2025,M100063,45000001024,00002,2025-05-23,54,101
52506631,2025,M100034,45000001024,00003,2025-05-08,50,102
56238151,2025,M100178,45000001025,00001,2025-05-29,60,101
61293606,2025,M100457,45000001026,00001,2025-07-21,51,101
65105386,2025,M100463,45000001027,00001,2025-07-28,52,105
65702940,2025,M100023,45000001027,00002,2025-08-16,53,105
54544083,2025,M100472,45000001028,00003,2025-05-13,21,101
51298528,2025,M100472,45000001028,00003,2025-05-05,27,102
59302356,2025,M100244,45000001029,00001,2025-06-04,57,101
52283410,2025,M100006,45000001029,00002,2025-07-04,54,101
64884514,2025,M100283,45000001029,00003,2025-06-12,40,102
59378083,2025,M100121,45000001029,00004,2025-05-27,64,101
68520428,2025,M100190,45000001030,00001,2025-06-28,40,102
58627252,2025,M100052,45000001031,00001,2025-06-15,45,102
60087100,2025,M100071,45000001032,00001,2025-03-21,61,102
65771219,2025,M100480,45000001033,00001,2025-09-01,49,101
66847031,2025,M100089,45000001033,00002,2025-07-17,45,102
55269058,2025,M100297,45000001033,00003,2025-07-17,53,102
59856871,2025,M100380,45000001034,00001,2025-06-22,40,101
54516553,2025,M100351,45000001034,00002,2025-06-05,53,102
69001696,2025,M100424,45000001034,00003,2025-07-17,50,105
57173589,2025,M100072,45000001035,00001,2025-04-11,59,105
67227730,2025,M100087,45000001035,00002,2025-04-27,48,101
69793404,2025,M100442,45000001035,00003,2025-03-19,57,105
59517036,2025,M100254,45000001036,00001,2025-04-21,45,102
56430683,2025,M100209,45000001037,00001,2025-04-11,11,101
67168379,2025,M100209,45000001037,00001,2025-04-09,38,102
58303397,2025,M100244,45000001038,00001,2025-05-21,44,101
53251335,2025,M100164,45000001038,00002,2025-06-28,22,105
62321312,2025,M100164,45000001038,00002,2025-06-11,5,105
65925924,2025,M100164,45000001038,00002,2025-06-09,16,101
59086937,2025,M100237,45000001038,00003,2025-07-10,34,101
65736899,2025,M100263,45000001038,00004,2025-06-24,55,102
54632939,2025,M100016,45000001039,00001,2025-08-09,10,102
55195427,2025,M100016,45000001039,00001,2025-07-24,27,101
52230076,2025,M100474,45000001039,00002,2025-08-03,12,101
54614024,2025,M100474,45000001039,00002,2025-07-19,39,101
63489259,2025,M100478,45000001040,00001,2025-04-06,59,105
62095729,2025,M100333,45000001040,00002,2025-03-09,82,101
64221428,2025,M100007,45000001041,00001,2025-08-07,13,102
62265399,2025,M100007,45000001041,00001,2025-08-03,15,101
54566394,2025,M100007,45000001041,00001,2025-08-04,17,102
53646285,2025,M100399,45000001041,00002,2025-08-23,49,105
54753625,2025,M100014,45000001042,00001,2025-06-14,18,102
67916000,2025,M100014,45000001042,00001,2025-05-31,42,102
67962194,2025,M100401,45000001042,00003,2025-05-26,63,101
52014149,2025,M100038,45000001043,00001,2025-06-23,49,105
56139535,2025,M100252,45000001043,00002,2025-06-04,29,101
56538202,2025,M100252,45000001043,00002,2025-05-24,22,102
67152223,2025,M100337,45000001043,00003,2025-05-01,50,101
55751056,2025,M100294,45000001044,00001,2025-05-26,23,105
50940140,2025,M100294,45000001044,00001,2025-06-07,4,102
51529113,2025,M100294,45000001044,00001,2025-05-25,16,102
57107452,2025,M100317,45000001044,00002,2025-05-21,47,102
62016799,2025,M100161,45000001044,00003,2025-06-07,32,101
65883360,2025,M100161,45000001044,00003,2025-06-06,25,102
68974821,2025,M100307,45000001044,00004,2025-05-06,52,102
60271653,2025,M100276,45000001044,00005,2025-03-27,57,102
50292229,2025,M100312,45000001044,00006,2025-04-22,50,102
68332017,2025,M100242,45000001045,00001,2025-02-27,19,102
65350295,2025,M100242,45000001045,00001,2025-02-27,35,102
57646046,2025,M100107,45000001046,00001,2025-05-15,21,105
59739291,2025,M100107,45000001046,00001,2025-05-06,35,105
54688009,2025,M100027,45000001047,00001,2025-06-30,52,101
62095079,2025,M100260,45000001047,00002,2025-07-16,22,102
56647652,2025,M100260,45000001047,00002,2025-08-06,35,105
52028250,2025,M100375,45000001047,00003,2025-08-08,56,105
54742430,2025,M100289,45000001048,00001,2025-02-23,48,105
68913501,2025,M100056,45000001048,00002,2025-03-17,59,101
66002917,2025,M100031,45000001049,00001,2025-07-08,52,102
57301666,2025,M100361,45000001049,00002,2025-05-21,50,101
69612167,2025,M100195,45000001050,00001,2025-06-01,40,102
67822898,2025,M100199,45000001050,00002,2025-06-17,65,102
58146939,2025,M100362,45000001051,00001,2025-06-12,53,102
58810166,2025,M100184,45000001052,00001,2025-06-21,23,102
61889818,2025,M100184,45000001052,00001,2025-06-24,33,105
55815007,2025,M100268,45000001052,00002,2025-08-27,25,102
53663963,2025,M100268,45000001052,00002,2025-08-07,21,102
64745457,2025,M100208,45000001052,00003,2025-08-08,52,105
59390530,2025,M100068,45000001053,00001,2025-05-01,53,101
63225086,2025,M100123,45000001053,00002,2025-04-05,41,105
59080625,2025,M100327,45000001054,00001,2025-02-23,33,105
59333666,2025,M100400,45000001054,00002,2025-03-13,54,105
55481806,2025,M100320,45000001055,00001,2025-04-04,38,105
50533791,2025,M100473,45000001056,00001,2025-07-28,45,102
67847501,2025,M100168,45000001056,00002,2025-06-10,41,105
61358510,2025,M100017,45000001057,00001,2025-01-30,52,105
54524206,2025,M100093,45000001057,00002,2025-04-09,26,102
66454024,2025,M100093,45000001057,00002,2025-04-02,19,102
60681904,2025,M100071,45000001057,00003,2025-02-17,51,105
65327885,2025,M100126,45000001058,00001,2025-08-01,29,101
67449298,2025,M100126,45000001058,00001,2025-07-26,13,101
69410160,2025,M100126,45000001058,00001,2025-08-13,14,101
54628948,2025,M100296,45000001058,00002,2025-07-22,10,102
55540978,2025,M100296,45000001058,00002,2025-07-15,15,101
56499830,2025,M100296,45000001058,00002,2025-07-31,25,105
69100888,2025,M100191,45000001058,00003,2025-08-05,21,105
61518104,2025,M100191,45000001058,00003,2025-07-27,22,101
52291203,2025,M100191,45000001058,00003,2025-08-03,17,102
61948610,2025,M100123,45000001059,00001,2025-07-03,47,101
52197591,2025,M100148,45000001060,00001,2025-06-08,40,105
51736092,2025,M100403,45000001060,00002,2025-05-28,51,102
57641529,2025,M100087,45000001060,00003,2025-05-31,16,101
65983124,2025,M100087,45000001060,00003,2025-05-10,27,101
67354159,2025,M100011,45000001061,00002,2025-03-29,58,102
65229300,2025,M100224,45000001061,00003,2025-02-27,22,105
50899270,2025,M100224,45000001061,00003,2025-03-12,11,105
63823583,2025,M100224,45000001061,00003,2025-02-26,15,105
65840001,2025,M100255,45000001062,00001,2025-02-01,52,101
52865263,2025,M100333,45000001062,00002,2025-04-07,58,101
61649078,2025,M100328,45000001063,00002,2025-06-17,54,101
51268446,2025,M100271,45000001064,00001,2025-05-12,17,101
61000904,2025,M100271,45000001064,00001,2025-05-07,6,105
65588003,2025,M100271,45000001064,00001,2025-05-25,17,102
56633736,2025,M100477,45000001064,00002,2025-03-25,46,101
64560904,2025,M100212,45000001064,00003,2025-06-16,21,101
52249408,2025,M100212,45000001064,00003,2025-06-01,31,102
54085722,2025,M100419,45000001065,00001,2025-08-07,45,101
66563303,2025,M100302,45000001066,00002,2025-07-10,48,105
68159985,2025,M100401,45000001067,00001,2025-06-29,19,102
69719972,2025,M100401,45000001067,00001,2025-05-29,40,102
51445999,2025,M100269,45000001067,00002,2025-06-06,50,102
63113962,2025,M100170,45000001068,00001,2025-05-04,29,102
54292821,2025,M100170,45000001068,00001,2025-05-11,10,102
66834427,2025,M100170,45000001068,00001,2025-05-04,13,102
54507482,2025,M100285,45000001069,00002,2025-06-01,27,101
57582139,2025,M100285,45000001069,00002,2025-06-02,14,105
60870048,2025,M100285,45000001069,00002,2025-05-31,14,101
54906885,2025,M100137,45000001070,00001,2025-08-15,57,101
