EBELN,EBELP,MATNR,ORDER_QTY,NETPR,LINE_NETWR,WERKS,SCHEDULED_DATE,BSTYP
45000001005,00002,M100405,43,74.91,3221.13,PL03,2025-06-09,
45000001005,00003,M100032,45,7.48,336.6,PL04,2025-05-26,
45000001006,00001,M100098,48,88.72,4258.56,PL03,2025-07-28,
45000001006,00002,M100374,42,77.53,3256.26,PL02,2025-07-05,
45000001006,00003,M100496,50,16.49,824.5,PL02,2025-06-19,
45000001007,00001,M100253,54,20.93,1130.22,PL02,2025-04-03,
45000001007,00002,M100046,49,19.51,955.99,PL04,2025-05-11,
45000001007,00003,M100334,56,1057.46,59217.76,PL02,2025-05-15,
45000001007,00004,M100025,47,19.2,902.4,PL02,2025-04-30,
45000001008,00001,M100378,42,39.66,1665.72,PL02,2025-05-12,
45000001008,00002,M100039,44,10.45,459.8,PL04,2025-06-02,
45000001008,00003,M100177,39,7.36,287.04,PL04,2025-06-10,
45000001008,00004,M100458,66,69.52,4588.32,PL03,2025-05-06,
45000001009,00001,M100415,47,88.36,4152.92,PL03,2025-04-23,
45000001009,00002,M100173,40,83.85,3354.0,PL03,2025-04-16,
45000001010,00001,M100476,41,21.15,867.15,PL02,2025-02-20,
45000001011,00001,M100129,53,54.19,2872.07,PL03,2025-02-24,
45000001011,00002,M100409,57,12.8,729.6,PL03,2025-03-03,
45000001012,00001,M100388,54,1.51,81.54,PL03,2025-05-23,
45000001012,00002,M100466,65,5.01,325.65,PL03,2025-05-22,
45000001013,00001,M100486,49,4.87,238.63,PL04,2025-03-29,
45000001013,00002,M100268,52,62.64,3257.28,PL04,2025-02-09,
45000001013,00003,M100115,44,9.44,415.36,PL04,2025-02-12,
45000001014,00001,M100225,48,31.43,1508.64,PL04,2025-01-30,
45000001014,00002,M100497,35,46.07,1612.45,PL02,2025-02-06,
45000001014,00003,M100335,46,23.29,1071.34,PL03,2025-01-09,
45000001014,00004,M100426,58,4.02,233.16,PL02,2025-01-21,
45000001014,00005,M100473,53,30.93,1639.29,PL03,2025-01-26,
45000001015,00001,M100261,60,9.96,597.6,PL03,2025-05-28,
45000001015,00002,M100137,60,27.61,1656.6,PL03,2025-06-23,
45000001016,00001,M100228,48,66.95,3213.6,PL04,2025-03-22,
45000001017,00001,M100181,61,78.03,4759.83,PL02,2025-08-17,
45000001017,00002,M100034,49,44.87,2198.63,PL02,2025-08-05,
45000001018,00001,M100192,57,21.44,1222.08,PL04,2025-06-25,
45000001018,00002,M100480,53,13.82,732.46,PL03,2025-05-08,
45000001018,00003,M100139,29,6.97,202.13,PL01,2025-05-17,
45000001019,00001,M100077,56,3.39,189.84,PL02,2025-05-01,
45000001019,00002,M100483,53,8.56,453.68,PL04,2025-05-27,
45000001019,00003,M100389,33,22.07,728.31,PL04,2025-04-13,
45000001020,00001,M100086,50,41.13,2056.5,PL04,2025-04-05,
45000001021,00001,M100326,50,194.32,9716.0,PL04,2025-03-27,
45000001021,00002,M100068,55,15.08,829.4,PL03,2025-04-19,
45000001021,00003,M100060,57,277.25,15803.25,PL04,2025-03-15,
45000001021,00004,M100498,55,511.62,28139.1,PL01,2025-03-15,
45000001022,00001,M100020,55,73.02,4016.1,PL03,2025-03-11,
45000001022,00002,M100092,56,184.88,10353.28,PL03,2025-03-22,
45000001023,00001,M100123,39,12.96,505.44,PL03,2025-06-15,
45000001023,00002,M100405,40,44.34,1773.6,PL04,2025-06-16,
45000001023,00003,M100296,48,89.17,4280.16,PL01,2025-06-28,
45000001024,00001,M100040,52,29.56,1537.12,PL04,2025-04-27,
45000001024,00002,M100063,54,222.84,12033.36,PL02,2025-04-30,
45000001024,00003,M100034,50,155.09,7754.5,PL02,2025-04-12,
45000001025,00001,M100178,60,54.27,3256.2,PL03,2025-05-15,
45000001026,00001,M100457,51,103.95,5301.45,PL02,2025-07-02,
45000001027,00001,M100463,52,3.79,197.08,PL01,2025-07-29,
45000001027,00002,M100023,53,872.76,46256.28,PL02,2025-07-21,
45000001028,00001,M100044,61,72.76,4438.36,PL03,2025-06-02,
45000001028,00002,M100005,54,145.88,7877.52,PL03,2025-06-11,
45000001028,00003,M100472,48,6.91,331.68,PL01,2025-05-06,
45000001029,00001,M100244,57,23.91,1362.87,PL01,2025-06-07,
45000001029,00002,M100006,54,14.88,803.52,PL03,2025-06-06,
45000001029,00003,M100283,40,27.21,1088.4,PL03,2025-06-09,
45000001029,00004,M100121,64,1034.08,66181.12,PL04,2025-05-30,
45000001029,00005,M100047,64,5.41,346.24,PL02,2025-04-24,
45000001030,00001,M100190,40,13.27,530.8,PL03,2025-06-12,
45000001031,00001,M100052,45,9.13,410.85,PL02,2025-05-23,
45000001032,00001,M100071,61,35.02,2136.22,PL03,2025-03-06,
45000001033,00001,M100480,49,75.03,3676.47,PL02,2025-08-09,
45000001033,00002,M100089,45,14.22,639.9,PL03,2025-07-13,
45000001033,00003,M100297,53,19.28,1021.84,PL01,2025-07-05,
45000001034,00001,M100380,40,26.77,1070.8,PL01,2025-06-07,
45000001034,00002,M100351,53,27.17,1440.01,PL04,2025-05-24,
45000001034,00003,M100424,50,7.08,354.0,PL04,2025-06-17,
45000001034,00004,M100154,54,114.69,6193.26,PL04,2025-06-17,
45000001035,00001,M100072,59,3.1,182.9,PL01,2025-04-11,
45000001035,00002,M100087,48,56.38,2706.24,PL01,2025-04-16,
45000001035,00003,M100442,57,54.22,3090.54,PL03,2025-02-18,
45000001036,00001,M100254,45,31.75,1428.75,PL04,2025-04-14,
45000001037,00001,M100209,49,26.87,1316.63,PL03,2025-04-07,
45000001038,00001,M100244,44,90.94,4001.36,PL04,2025-05-16,
45000001038,00002,M100164,43,5.24,225.32,PL03,2025-06-07,
45000001038,00003,M100237,34,85.49,2906.66,PL01,2025-06-14,
45000001038,00004,M100263,55,24.75,1361.25,PL01,2025-06-03,
45000001039,00001,M100016,37,24.57,909.09,PL01,2025-07-22,
45000001039,00002,M100474,51,60.9,3105.9,PL01,2025-07-21,
45000001040,00001,M100478,59,122.09,7203.31,PL02,2025-03-25,
45000001040,00002,M100333,82,6.39,523.98,PL01,2025-03-10,
45000001041,00001,M100007,45,26.45,1190.25,PL04,2025-07-22,
45000001041,00002,M100399,49,47.33,2319.17,PL02,2025-07-31,
45000001042,00001,M100014,60,13.66,819.6,PL01,2025-05-29,
45000001042,00002,M100150,48,19.87,953.76,PL04,2025-06-01,
45000001042,00003,M100401,63,24.12,1519.56,PL03,2025-05-09,
45000001043,00001,M100038,49,18.17,890.33,PL04,2025-06-03,
45000001043,00002,M100252,51,17.55,895.05,PL02,2025-05-19,
45000001043,00003,M100337,50,27.07,1353.5,PL03,2025-04-12,
45000001044,00001,M100294,43,376.15,16174.45,PL02,2025-05-08,
45000001044,00002,M100317,47,9.69,455.43,PL03,2025-04-26,
45000001044,00003,M100161,57,144.44,8233.08,PL04,2025-05-23,
45000001044,00004,M100307,52,464.55,24156.6,PL01,2025-04-22,
45000001044,00005,M100276,57,22.22,1266.54,PL03,2025-03-28,
45000001044,00006,M100312,50,8.09,404.5,PL04,2025-03-29,
45000001045,00001,M100242,54,42.69,2305.26,PL01,2025-02-22,
45000001046,00001,M100107,56,338.56,18959.36,PL03,2025-04-17,
45000001047,00001,M100027,52,7.93,412.36,PL02,2025-06-27,
45000001047,00002,M100260,57,14.04,800.28,PL02,2025-07-18,
45000001047,00003,M100375,56,60.65,3396.4,PL03,2025-07-15,
45000001048,00001,M100289,48,3.64,174.72,PL04,2025-02-12,
45000001048,00002,M100056,59,12.34,728.06,PL02,2025-02-20,
45000001049,00001,M100031,52,69.52,3615.04,PL03,2025-07-05,
45000001049,00002,M100361,50,6.04,302.0,PL02,2025-05-21,
45000001050,00001,M100195,40,12.67,506.8,PL02,2025-05-21,
45000001050,00002,M100199,65,49.84,3239.6,PL03,2025-05-19,
45000001050,00003,M100295,45,22.52,1013.4,PL01,2025-05-09,
45000001050,00004,M100240,48,69.09,3316.32,PL01,2025-06-26,
45000001051,00001,M100362,53,1.1,58.3,PL02,2025-06-06,
45000001052,00001,M100184,56,55.4,3102.4,PL03,2025-06-08,
45000001052,00002,M100268,46,15.94,733.24,PL03,2025-07-29,
45000001052,00003,M100208,52,12.45,647.4,PL03,2025-08-02,
45000001053,00001,M100068,53,38.05,2016.65,PL02,2025-04-25,
45000001053,00002,M100123,41,3.85,157.85,PL02,2025-03-26,
45000001053,00003,M100008,49,3.72,182.28,PL03,2025-03-24,
45000001054,00001,M100327,33,57.94,1912.02,PL04,2025-01-31,
45000001054,00002,M100400,54,18.75,1012.5,PL02,2025-03-14,
45000001054,00003,M100484,42,21.01,882.42,PL02,2025-03-04,
45000001055,00001,M100320,38,9.03,343.14,PL03,2025-04-02,
45000001056,00001,M100473,45,499.27,22467.15,PL02,2025-07-24,
45000001056,00002,M100168,41,118.42,4855.22,PL04,2025-06-05,
45000001057,00001,M100017,52,20.4,1060.8,PL04,2025-01-15,
45000001057,00002,M100093,45,31.49,1417.05,PL04,2025-03-10,
45000001057,00003,M100071,51,11.22,572.22,PL02,2025-02-07,
45000001058,00001,M100126,56,249.82,13989.92,PL01,2025-07-21,
45000001058,00002,M100296,50,12.48,624.0,PL04,2025-07-18,
45000001058,00003,M100191,60,55.69,3341.4,PL02,2025-07-06,
45000001058,00004,M100453,50,4.37,218.5,PL04,2025-07-30,
45000001059,00001,M100123,47,11.98,563.06,PL01,2025-07-05,
45000001060,00001,M100148,40,33.8,1352.0,PL02,2025-05-30,
45000001060,00002,M100403,51,42.99,2192.49,PL01,2025-05-08,
45000001060,00003,M100087,43,132.7,5706.1,PL02,2025-05-05,
45000001061,00001,M100147,65,12.87,836.55,PL04,2025-03-13,
45000001061,00002,M100011,58,21.34,1237.72,PL03,2025-03-13,
45000001061,00003,M100224,48,2.02,96.96,PL03,2025-02-20,
45000001062,00001,M100255,52,118.5,6162.0,PL02,2025-02-01,
45000001062,00002,M100333,58,87.41,5069.78,PL01,2025-03-11,
45000001063,00001,M100164,56,21.7,1215.2,PL03,2025-06-01,
45000001063,00002,M100328,54,114.08,6160.32,PL03,2025-06-03,
45000001064,00001,M100271,40,71.34,2853.6,PL01,2025-04-25,
45000001064,00002,M100477,46,37.99,1747.54,PL01,2025-03-27,
45000001064,00003,M100212,52,14.25,741.0,PL04,2025-05-17,
45000001065,00001,M100419,45,60.22,2709.9,PL04,2025-07-24,
45000001066,00001,M100197,33,11.28,372.24,PL01,2025-06-19,
45000001066,00002,M100302,48,25.65,1231.2,PL03,2025-06-16,
45000001067,00001,M100401,59,4.8,283.2,PL01,2025-06-01,
45000001067,00002,M100269,50,72.05,3602.5,PL03,2025-05-19,
45000001068,00001,M100170,52,50.89,2646.28,PL01,2025-04-26,
45000001069,00001,M100058,49,17.51,857.99,PL04,2025-07-11,
45000001069,00002,M100285,55,277.22,15247.1,PL04,2025-05-17,
45000001070,00001,M100137,57,15.28,870.96,PL03,2025-07-24,
45000001071,00001,M100233,53,246.03,13039.59,PL03,2025-06-14,
45000001071,00002,M100437,48,40.54,1945.92,PL02,2025-08-05,
45000001071,00003,M100297,41,41.72,1710.52,PL02,2025-06-23,
45000001072,00001,M100161,70,6.56,459.2,PL01,2025-03-10,
45000001072,00002,M100253,56,2.24,125.44,PL02,2025-03-10,
45000001072,00003,M100473,43,6.28,270.04,PL04,2025-04-19,
45000001073,00001,M100262,42,11.29,474.18,PL01,2025-02-04,
45000001073,00002,M100050,51,160.33,8176.83,PL02,2025-03-28,
45000001073,00003,M100163,35,75.33,2636.55,PL03,2025-02-24,
45000001074,00001,M100166,45,17.44,784.8,PL04,2025-04-17,
45000001075,00001,M100239,52,110.84,5763.68,PL02,2025-04-23,
45000001076,00001,M100251,47,22.88,1075.36,PL02,2025-01-15,
45000001077,00001,M100500,66,27.79,1834.14,PL02,2025-04-24,
45000001078,00001,M100453,46,133.07,6121.22,PL02,2025-06-14,
45000001079,00001,M100470,52,53.14,2763.28,PL01,2025-05-17,
45000001079,00002,M100333,52,18.68,971.36,PL02,2025-03-29,
45000001079,00003,M100363,51,37.91,1933.41,PL04,2025-04-10,
45000001080,00001,M100295,52,12.7,660.4,PL03,2025-07-03,
45000001081,00001,M100061,52,8.45,439.4,PL03,2025-05-26,
45000001082,00001,M100102,49,316.5,15508.5,PL03,2025-07-25,
45000001082,00002,M100053,41,153.41,6289.81,PL03,2025-06-17,
45000001082,00003,M100390,54,12.38,668.52,PL01,2025-07-07,
45000001082,00004,M100422,51,10.42,531.42,PL01,2025-08-11,
45000001082,00005,M100366,48,27.3,1310.4,PL04,2025-06-18,
45000001083,00001,M100407,64,23.72,1518.08,PL02,2025-06-26,
45000001084,00001,M100047,51,183.98,9382.98,PL04,2025-01-18,
45000001085,00001,M100048,37,37.4,1383.8,PL04,2025-08-11,
45000001086,00001,M100471,46,134.52,6187.92,PL02,2025-03-06,
45000001086,00002,M100328,40,6.51,260.4,PL01,2025-02-24,
45000001086,00003,M100381,43,16.11,692.73,PL03,2025-04-22,
45000001086,00004,M100372,45,70.09,3154.05,PL02,2025-03-01,
45000001086,00005,M100145,53,25.38,1345.14,PL04,2025-02-28,
45000001087,00001,M100136,57,244.04,13910.28,PL01,2025-02-17,
45000001087,00002,M100247,31,19.01,589.31,PL04,2025-02-13,
45000001088,00001,M100367,46,111.5,5129.0,PL04,2025-04-16,
45000001088,00002,M100216,61,33.96,2071.56,PL01,2025-04-27,
45000001089,00001,M100161,58,206.09,11953.22,PL04,2025-07-06,
45000001089,00002,M100193,40,18.8,752.0,PL03,2025-06-14,
45000001090,00001,M100091,45,172.17,7747.65,PL03,2025-05-02,
45000001091,00001,M100125,51,23.51,1199.01,PL03,2025-04-20,
45000001091,00002,M100298,54,87.99,4751.46,PL01,2025-04-11,
45000001092,00001,M100255,44,18.92,832.48,PL04,2025-05-24,
45000001093,00001,M100404,54,136.28,7359.12,PL02,2025-03-28,
45000001093,00002,M100313,46,38.03,1749.38,PL02,2025-04-21,
45000001094,00001,M100138,66,6.02,397.32,PL02,2025-04-14,
45000001094,00002,M100373,58,6.12,354.96,PL02,2025-03-08,
45000001094,00003,M100038,40,40.04,1601.6,PL01,2025-04-10,
45000001094,00004,M100279,44,31.64,1392.16,PL01,2025-04-08,
45000001095,00001,M100301,55,51.68,2842.4,PL04,2025-05-23,
45000001096,00001,M100382,57,4.69,267.33,PL01,2025-05-20,
45000001096,00002,M100134,57,64.0,3648.0,PL02,2025-05-21,
45000001097,00001,M100178,49,5.93,290.57,PL02,2025-03-25,
45000001097,00002,M100461,52,15.71,816.92,PL03,2025-02-28,
45000001098,00001,M100428,48,52.79,2533.92,PL04,2025-04-06,
45000001099,00001,M100304,54,174.21,9407.34,PL03,2025-07-02,
45000001100,00001,M100015,54,26.88,1451.52,PL02,2025-07-16,
45000001101,00001,M100222,52,16.51,858.52,PL04,2025-02-05,
45000001101,00002,M100029,44,25.37,1116.28,PL02,2025-02-19,
45000001101,00003,M100323,44,49.93,2196.92,PL01,2025-03-01,
45000001101,00004,M100137,44,13.4,589.6,PL04,2025-02-22,
45000001101,00005,M100059,62,285.16,17679.92,PL01,2025-03-04,
45000001102,00001,M100122,54,2.82,152.28,PL02,2025-04-02,
45000001103,00001,M100326,50,69.09,3454.5,PL01,2025-03-05,
45000001103,00002,M100249,46,52.85,2431.1,PL01,2025-04-18,
45000001103,00003,M100162,51,9.22,470.22,PL02,2025-03-06,
45000001103,00004,M100414,46,28.14,1294.44,PL04,2025-03-16,
45000001103,00005,M100142,47,23.42,1100.74,PL01,2025-04-01,
45000001104,00001,M100375,47,182.29,8567.63,PL04,2025-04-12,
45000001105,00001,M100022,58,7.56,438.48,PL03,2025-02-13,
45000001106,00001,M100450,54,3.72,200.88,PL04,2025-02-28,
45000001107,00001,M100499,53,3.97,210.41,PL02,2025-02-26,
45000001108,00001,M100200,53,4.06,215.18,PL03,2025-04-27,
45000001108,00002,M100269,46,42.28,1944.88,PL04,2025-03-31,
45000001108,00003,M100432,65,5.73,372.45,PL03,2025-05-04,
45000001109,00001,M100262,47,168.75,7931.25,PL03,2025-06-18,
45000001110,00001,M100103,60,132.79,7967.4,PL02,2025-06-23,
45000001110,00002,M100339,42,14.98,629.16,PL03,2025-07-28,
45000001110,00003,M100197,40,17.71,708.4,PL04,2025-07-26,
45000001110,00004,M100030,56,342.75,19194.0,PL04,2025-07-19,
45000001110,00005,M100370,56,65.27,3655.12,PL01,2025-07-19,
45000001111,00001,M100311,49,105.03,5146.47,PL03,2025-03-24,
45000001111,00002,M100332,44,29.2,1284.8,PL03,2025-02-08,
45000001111,00003,M100340,56,29.3,1640.8,PL03,2025-03-03,
45000001112,00001,M100055,41,7.9,323.9,PL01,2025-03-04,
45000001112,00002,M100470,55,83.54,4594.7,PL02,2025-02-04,
45000001112,00003,M100299,54,45.41,2452.14,PL02,2025-02-27,
45000001112,00004,M100192,41,21.24,870.84,PL01,2025-02-05,
45000001113,00001,M100091,45,206.3,9283.5,PL03,2025-04-20,
45000001113,00002,M100166,44,13.99,615.56,PL03,2025-05-01,
45000001113,00003,M100008,45,23.89,1075.05,PL04,2025-05-09,
45000001114,00001,M100091,51,30.75,1568.25,PL01,2025-08-06,
45000001114,00002,M100096,37,8.39,310.43,PL02,2025-07-07,
45000001115,00001,M100493,57,82.02,4675.14,PL02,2025-04-12,
45000001115,00002,M100346,53,19.14,1014.42,PL02,2025-05-22,
45000001115,00003,M100006,44,58.4,2569.6,PL01,2025-04-15,
45000001116,00001,M100163,60,100.65,6039.0,PL03,2025-07-25,
45000001116,00002,M100222,66,2.48,163.68,PL02,2025-07-28,
45000001117,00001,M100166,45,68.26,3071.7,PL01,2025-03-27,
45000001117,00002,M100137,53,25.59,1356.27,PL03,2025-03-10,
45000001118,00001,M100449,47,177.35,8335.45,PL02,2025-06-11,
45000001118,00002,M100231,48,99.12,4757.76,PL02,2025-05-21,
45000001119,00001,M100198,53,21.47,1137.91,PL02,2025-05-07,
45000001119,00002,M100385,53,20.12,1066.36,PL02,2025-06-10,
45000001120,00001,M100023,62,107.88,6688.56,PL02,2025-07-31,
45000001121,00001,M100192,53,5.45,288.85,PL02,2025-08-03,
45000001122,00001,M100495,46,88.53,4072.38,PL04,2025-06-29,
45000001122,00002,M100463,51,57.52,2933.52,PL02,2025-05-23,
45000001122,00003,M100227,44,42.43,1866.92,PL01,2025-05-31,
45000001122,00004,M100055,61,61.33,3741.13,PL03,2025-05-30,
45000001123,00001,M100467,51,20.58,1049.58,PL04,2025-05-28,
45000001124,00001,M100181,56,9.76,546.56,PL04,2025-04-30,
45000001124,00002,M100245,44,100.18,4407.92,PL03,2025-04-09,
45000001124,00003,M100140,44,21.35,939.4,PL03,2025-04-01,
45000001125,00001,M100303,43,49.84,2143.12,PL01,2025-02-13,
45000001125,00002,M100146,58,6.19,359.02,PL03,2025-02-10,
45000001125,00003,M100224,40,146.35,5854.0,PL01,2025-01-31,
45000001125,00004,M100411,47,138.09,6490.23,PL04,2025-02-05,
45000001125,00005,M100234,54,46.05,2486.7,PL02,2025-02-27,
45000001125,00006,M100207,57,4.14,235.98,PL02,2025-03-17,
45000001126,00001,M100012,52,21.78,1132.56,PL02,2025-06-18,
45000001126,00002,M100182,49,20.41,1000.09,PL02,2025-07-04,
45000001126,00003,M100469,51,274.02,13975.02,PL04,2025-06-18,
45000001127,00001,M100111,37,8.54,315.98,PL02,2025-05-15,
45000001128,00001,M100274,59,14.18,836.62,PL03,2025-06-13,
45000001128,00002,M100107,41,68.33,2801.53,PL02,2025-06-26,
45000001128,00003,M100432,51,6.61,337.11,PL02,2025-08-05,
45000001129,00001,M100067,56,290.75,16282.0,PL04,2025-04-17,
45000001129,00002,M100348,50,25.27,1263.5,PL02,2025-04-23,
45000001129,00003,M100156,51,23.44,1195.44,PL04,2025-04-19,
45000001130,00001,M100283,61,67.14,4095.54,PL03,2025-07-20,
45000001130,00002,M100025,63,67.6,4258.8,PL03,2025-06-02,
45000001130,00003,M100447,47,5.48,257.56,PL01,2025-07-05,
45000001131,00001,M100210,48,33.15,1591.2,PL03,2025-06-23,
45000001131,00002,M100091,41,8.38,343.58,PL01,2025-07-09,
45000001131,00003,M100217,59,33.08,1951.72,PL04,2025-06-04,
45000001131,00004,M100413,43,3.5,150.5,PL04,2025-06-09,
45000001132,00001,M100115,51,54.6,2784.6,PL01,2025-07-26,
45000001133,00001,M100333,58,165.11,9576.38,PL04,2025-05-15,
45000001133,00002,M100122,41,56.59,2320.19,PL01,2025-07-01,
45000001134,00001,M100142,47,85.07,3998.29,PL03,2025-05-21,
45000001134,00002,M100297,58,19.86,1151.88,PL03,2025-03-28,
45000001134,00003,M100417,43,54.79,2355.97,PL04,2025-05-18,
45000001134,00004,M100405,50,42.14,2107.0,PL03,2025-04-02,
45000001135,00001,M100106,34,67.86,2307.24,PL04,2025-04-17,
45000001136,00001,M100179,45,7.44,334.8,PL02,2025-08-21,
45000001137,00001,M100129,42,35.34,1484.28,PL04,2025-08-03,
45000001137,00002,M100474,57,15.8,900.6,PL03,2025-06-30,
45000001138,00001,M100233,69,110.74,7641.06,PL01,2025-02-11,
45000001139,00001,M100177,52,95.29,4955.08,PL03,2025-07-05,
45000001140,00001,M100034,58,64.44,3737.52,PL04,2025-06-03,
45000001140,00002,M100388,58,105.83,6138.14,PL04,2025-05-07,
45000001140,00003,M100372,55,38.4,2112.0,PL01,2025-05-21,
45000001141,00001,M100284,51,6.9,351.9,PL01,2025-04-19,
45000001142,00001,M100165,47,6.48,304.56,PL03,2025-08-16,
45000001142,00002,M100278,52,221.55,11520.6,PL03,2025-08-20,
45000001142,00003,M100479,52,17.41,905.32,PL03,2025-08-03,
45000001142,00004,M100062,35,130.86,4580.1,PL03,2025-07-20,
45000001142,00005,M100044,49,136.99,6712.51,PL03,2025-07-16,
45000001143,00001,M100214,54,22.64,1222.56,PL01,2025-01-24,
45000001143,00002,M100348,46,362.42,16671.32,PL01,2025-03-10,
45000001144,00001,M100333,38,40.91,1554.58,PL04,2025-04-30,
45000001144,00002,M100461,55,41.26,2269.3,PL04,2025-04-29,
45000001145,00001,M100185,52,34.28,1782.56,PL04,2025-07-03,
45000001145,00002,M100092,50,70.33,3516.5,PL03,2025-05-28,
45000001146,00001,M100165,47,133.11,6256.17,PL04,2025-05-08,
45000001146,00002,M100415,44,16.79,738.76,PL04,2025-05-11,
45000001146,00003,M100230,42,135.38,5685.96,PL04,2025-04-05,
45000001147,00001,M100397,45,22.84,1027.8,PL01,2025-05-29,
45000001147,00002,M100405,43,99.11,4261.73,PL01,2025-05-28,
45000001147,00003,M100374,52,70.54,3668.08,PL01,2025-04-29,
45000001147,00004,M100395,42,5.87,246.54,PL02,2025-05-15,
45000001147,00005,M100406,49,127.98,6271.02,PL04,2025-06-13,
45000001148,00001,M100304,45,71.28,3207.6,PL04,2025-05-08,
45000001149,00001,M100249,38,74.64,2836.32,PL01,2025-05-15,
45000001149,00002,M100210,61,16.63,1014.43,PL04,2025-06-16,
45000001150,00001,M100152,43,16.39,704.77,PL04,2025-06-08,
45000001150,00002,M100279,57,118.79,6771.03,PL01,2025-05-28,
45000001150,00003,M100456,52,0.36,18.72,PL04,2025-06-14,
45000001150,00004,M100055,45,216.61,9747.45,PL01,2025-05-16,
45000001151,00001,M100166,54,144.4,7797.6,PL02,2025-04-05,
45000001151,00002,M100453,45,51.45,2315.25,PL03,2025-04-10,
45000001152,00001,M100235,61,16.99,1036.39,PL03,2025-04-02,
45000001153,00001,M100241,44,63.65,2800.6,PL04,2025-02-26,
45000001153,00002,M100123,58,39.72,2303.76,PL01,2025-02-21,
45000001153,00003,M100193,44,1.51,66.44,PL04,2025-03-01,
45000001153,00004,M100261,48,9.7,465.6,PL03,2025-01-28,
45000001154,00001,M100435,58,118.72,6885.76,PL03,2025-05-15,
45000001154,00002,M100311,63,7.71,485.73,PL02,2025-05-10,
45000001155,00001,M100262,47,127.39,5987.33,PL04,2025-06-07,
45000001156,00001,M100284,43,43.11,1853.73,PL01,2025-06-30,
45000001156,00002,M100160,37,17.01,629.37,PL04,2025-07-24,
45000001156,00003,M100464,41,21.28,872.48,PL03,2025-07-29,
45000001157,00001,M100170,44,37.25,1639.0,PL02,2025-06-05,
45000001157,00002,M100322,48,57.38,2754.24,PL03,2025-07-09,
45000001157,00003,M100325,51,5.96,303.96,PL04,2025-07-10,
45000001158,00001,M100114,43,4.78,205.54,PL03,2025-04-08,
45000001158,00002,M100009,43,15.24,655.32,PL02,2025-04-13,
45000001159,00001,M100500,63,27.76,1748.88,PL04,2025-07-02,
45000001159,00002,M100281,44,24.5,1078.0,PL01,2025-05-30,
45000001160,00001,M100073,44,51.56,2268.64,PL03,2025-04-19,
45000001161,00001,M100167,61,50.96,3108.56,PL02,2025-01-30,
45000001161,00002,M100174,56,159.16,8912.96,PL03,2025-01-16,
45000001161,00003,M100419,55,11.87,652.85,PL01,2025-02-19,
45000001161,00004,M100389,47,27.57,1295.79,PL04,2025-01-30,
45000001161,00005,M100228,40,44.62,1784.8,PL04,2025-02-19,
45000001162,00001,M100292,53,41.6,2204.8,PL02,2025-05-24,
45000001163,00001,M100361,48,52.68,2528.64,PL04,2025-02-03,
45000001163,00002,M100434,48,36.17,1736.16,PL03,2025-03-17,
45000001163,00003,M100444,39,22.16,864.24,PL04,2025-02-13,
45000001163,00004,M100452,49,388.56,19039.44,PL03,2025-03-14,
45000001163,00005,M100273,47,17.61,827.67,PL04,2025-03-20,
45000001163,00006,M100383,54,9.38,506.52,PL03,2025-03-11,
45000001164,00001,M100405,46,26.18,1204.28,PL02,2025-03-24,
45000001164,00002,M100322,50,15.66,783.0,PL03,2025-03-15,
45000001165,00001,M100277,60,28.14,1688.4,PL01,2025-06-19,
45000001166,00001,M100381,41,39.24,1608.84,PL03,2025-08-17,
45000001166,00002,M100036,60,92.11,5526.6,PL03,2025-08-07,
45000001167,00001,M100216,51,119.71,6105.21,PL02,2025-06-14,
45000001167,00002,M100164,53,50.11,2655.83,PL01,2025-06-01,
45000001167,00003,M100084,57,22.79,1299.03,PL01,2025-05-25,
45000001167,00004,M100472,39,130.69,5096.91,PL04,2025-07-13,
45000001168,00001,M100206,39,72.06,2810.34,PL03,2025-04-08,
45000001168,00002,M100020,70,104.19,7293.3,PL03,2025-05-03,
45000001168,00003,M100161,49,142.33,6974.17,PL03,2025-04-24,
45000001168,00004,M100013,51,24.34,1241.34,PL02,2025-05-27,
45000001169,00001,M100167,51,294.02,14995.02,PL04,2025-05-19,
45000001169,00002,M100067,48,116.7,5601.6,PL03,2025-06-21,
45000001170,00001,M100488,50,65.79,3289.5,PL01,2025-05-09,
45000001170,00002,M100299,42,28.99,1217.58,PL02,2025-05-17,
45000001170,00003,M100200,54,45.83,2474.82,PL01,2025-05-04,
45000001170,00004,M100460,50,7.03,351.5,PL02,2025-05-31,
45000001170,00005,M100080,56,119.73,6704.88,PL03,2025-04-20,
45000001171,00001,M100148,54,106.1,5729.4,PL04,2025-01-25,
45000001171,00002,M100344,43,31.96,1374.28,PL02,2025-01-26,
45000001172,00001,M100205,43,27.43,1179.49,PL02,2025-06-23,
45000001172,00002,M100116,49,25.34,1241.66,PL02,2025-06-04,
45000001172,00003,M100287,34,294.76,10021.84,PL01,2025-06-13,
45000001173,00001,M100321,36,22.32,803.52,PL02,2025-05-31,
45000001173,00002,M100453,49,110.91,5434.59,PL04,2025-07-22,
45000001173,00003,M100154,52,302.75,15743.0,PL04,2025-06-25,
45000001174,00001,M100193,45,11.91,535.95,PL02,2025-04-12,
45000001175,00001,M100060,61,127.09,7752.49,PL02,2025-06-29,
45000001175,00002,M100223,49,223.04,10928.96,PL04,2025-06-15,
45000001176,00001,M100329,57,6.74,384.18,PL04,2025-04-30,
45000001176,00002,M100078,47,97.2,4568.4,PL03,2025-04-28,
