EBELN,EBELP,po_line_id,MATNR,order_qty,line_netwr,vendor_id,vendor_name,plant,purchase_org,scheduled_date,gr_date,gr_qty,created_date,currency
45000001193,00002,45000001193_00002,M100165,53,120.03,100013,Continental Manufacturing Japan,PL04,P200,2025-04-26,2025-05-18,53.0,1741564800000000000,EUR
45000001193,00003,45000001193_00003,M100011,58,9.54,100013,Continental Manufacturing Japan,PL02,P200,2025-04-26,2025-04-26,58.0,1741564800000000000,EUR
45000001194,00001,45000001194_00001,M100094,43,19.98,100100,TruLine Components Italy,PL02,P300,2025-04-27,2025-05-15,43.0,1744329600000000000,EUR
45000001194,00002,45000001194_00002,M100228,59,57.73,100100,TruLine Components Italy,PL02,P300,2025-06-04,2025-06-17,59.0,1744329600000000000,EUR
45000001194,00003,45000001194_00003,M100113,48,322.43,100100,TruLine Components Italy,PL02,P300,2025-04-13,2025-04-18,48.0,1744329600000000000,EUR
45000001194,00004,45000001194_00004,M100088,46,31.88,100100,TruLine Components Italy,PL04,P300,2025-05-28,2025-06-15,46.0,1744329600000000000,EUR
45000001194,00005,45000001194_00005,M100361,45,35.03,100100,TruLine Components Italy,PL01,P300,2025-05-03,,,1744329600000000000,EUR
45000001195,00001,45000001195_00001,M100099,40,10.03,100045,Advance Materials China,PL01,P100,2025-06-29,2025-07-26,40.0,1750550400000000000,EUR
45000001195,00002,45000001195_00002,M100431,50,152.65,100045,Advance Materials China,PL04,P100,2025-07-29,2025-08-13,50.0,1750550400000000000,EUR
45000001196,00001,45000001196_00001,M100378,51,16.37,100122,Unity Materials Poland,PL04,P100,2025-08-14,2025-08-21,51.0,1750636800000000000,USD
45000001197,00001,45000001197_00001,M100435,45,155.53,100186,Advance Automation Germany,PL04,P100,2025-01-28,2025-02-10,45.0,1735862400000000000,INR
45000001197,00002,45000001197_00002,M100500,48,33.78,100186,Advance Automation Germany,PL04,P100,2025-01-12,2025-02-11,48.0,1735862400000000000,INR
45000001198,00001,45000001198_00001,M100487,45,57.48,100044,Continental Supplies Poland,PL03,P300,2025-04-28,2025-05-19,45.0,1744761600000000000,INR
45000001199,00001,45000001199_00001,M100219,54,22.81,100174,TruLine Industries Brazil,PL01,P100,2025-05-15,,,1745539200000000000,EUR
45000001200,00001,45000001200_00001,M100021,57,3.58,100051,Advance Supplies Canada,PL03,P100,2025-03-18,2025-04-16,57.0,1741219200000000000,INR
45000001200,00002,45000001200_00002,M100142,54,28.8,100051,Advance Supplies Canada,PL04,P100,2025-05-02,2025-05-03,54.0,1741219200000000000,INR
45000001200,00003,45000001200_00003,M100149,53,19.91,100051,Advance Supplies Canada,PL03,P100,2025-04-07,2025-04-23,53.0,1741219200000000000,INR
45000001200,00004,45000001200_00004,M100018,48,28.84,100051,Advance Supplies Canada,PL01,P100,2025-03-18,2025-03-18,48.0,1741219200000000000,INR
45000001200,00005,45000001200_00005,M100256,52,743.39,100051,Advance Supplies Canada,PL03,P100,2025-04-01,2025-04-01,52.0,1741219200000000000,INR
45000001201,00001,45000001201_00001,M100319,48,52.35,100031,TruLine Systems Poland,PL02,P300,2025-02-08,,,1737676800000000000,EUR
45000001201,00002,45000001201_00002,M100242,54,45.52,100031,TruLine Systems Poland,PL03,P300,2025-03-07,2025-03-30,54.0,1737676800000000000,EUR
45000001201,00003,45000001201_00003,M100034,39,16.0,100031,TruLine Systems Poland,PL01,P300,2025-02-15,,,1737676800000000000,EUR
45000001202,00001,45000001202_00001,M100311,49,26.22,100110,Keystone Automation Mexico,PL04,P100,2025-07-22,,,1748908800000000000,EUR
45000001203,00001,45000001203_00001,M100022,45,40.92,100150,Metro Systems Germany,PL01,P100,2025-02-26,2025-03-24,45.0,1737590400000000000,USD
45000001203,00002,45000001203_00002,M100468,55,31.82,100150,Metro Systems Germany,PL03,P100,2025-01-25,,,1737590400000000000,USD
45000001204,00001,45000001204_00001,M100022,57,20.49,100051,Advance Supplies Canada,PL01,P100,2025-07-21,2025-08-03,57.0,1749945600000000000,INR
45000001204,00002,45000001204_00002,M100490,47,136.63,100051,Advance Supplies Canada,PL01,P100,2025-07-29,2025-07-29,47.0,1749945600000000000,INR
45000001204,00003,45000001204_00003,M100079,41,2.38,100051,Advance Supplies Canada,PL03,P100,2025-06-22,2025-07-12,41.0,1749945600000000000,INR
45000001204,00004,45000001204_00004,M100479,55,94.45,100051,Advance Supplies Canada,PL02,P100,2025-06-16,2025-06-21,55.0,1749945600000000000,INR
45000001205,00001,45000001205_00001,M100205,54,158.15,100085,Orion Manufacturing Germany,PL01,P200,2025-02-18,2025-02-20,54.0,1739750400000000000,USD
45000001205,00002,45000001205_00002,M100227,56,171.65,100085,Orion Manufacturing Germany,PL03,P200,2025-03-14,2025-03-12,56.0,1739750400000000000,USD
45000001205,00003,45000001205_00003,M100331,47,37.9,100085,Orion Manufacturing Germany,PL03,P200,2025-02-19,2025-03-15,47.0,1739750400000000000,USD
45000001206,00001,45000001206_00001,M100446,49,6.69,100102,Keystone Works Mexico,PL03,P200,2025-03-16,2025-04-01,49.0,1737331200000000000,USD
45000001206,00002,45000001206_00002,M100454,55,131.68,100102,Keystone Works Mexico,PL01,P200,2025-02-01,2025-02-24,55.0,1737331200000000000,USD
45000001207,00001,45000001207_00001,M100371,42,15.06,100112,Zenith Systems Brazil,PL02,P200,2025-08-07,,,1750982400000000000,USD
45000001207,00002,45000001207_00002,M100431,50,209.13,100112,Zenith Systems Brazil,PL04,P200,2025-07-09,2025-07-14,50.0,1750982400000000000,USD
45000001207,00003,45000001207_00003,M100247,59,20.88,100112,Zenith Systems Brazil,PL02,P200,2025-07-20,,,1750982400000000000,USD
45000001207,00004,45000001207_00004,M100102,56,29.28,100112,Zenith Systems Brazil,PL01,P200,2025-08-22,,,1750982400000000000,USD
45000001208,00001,45000001208_00001,M100239,54,8.32,100060,Global Systems Sweden,PL02,P100,2025-02-27,2025-03-14,54.0,1737244800000000000,USD
45000001208,00002,45000001208_00002,M100010,53,21.28,100060,Global Systems Sweden,PL03,P100,2025-02-25,2025-03-04,53.0,1737244800000000000,USD
45000001208,00003,45000001208_00003,M100242,51,170.9,100060,Global Systems Sweden,PL02,P100,2025-03-18,2025-03-22,51.0,1737244800000000000,USD
45000001208,00004,45000001208_00004,M100493,50,26.1,100060,Global Systems Sweden,PL04,P100,2025-03-06,2025-04-05,50.0,1737244800000000000,USD
45000001208,00005,45000001208_00005,M100147,56,19.75,100060,Global Systems Sweden,PL02,P100,2025-02-21,,,1737244800000000000,USD
45000001209,00001,45000001209_00001,M100136,55,9.29,100090,Global Engineering India,PL02,P200,2025-05-19,2025-06-04,55.0,1743033600000000000,USD
45000001209,00002,45000001209_00002,M100050,57,11.2,100090,Global Engineering India,PL04,P200,2025-03-29,2025-04-12,57.0,1743033600000000000,USD
45000001209,00003,45000001209_00003,M100286,46,10.82,100090,Global Engineering India,PL01,P200,2025-05-26,2025-06-07,46.0,1743033600000000000,USD
45000001209,00004,45000001209_00004,M100180,43,53.5,100090,Global Engineering India,PL01,P200,2025-05-18,2025-06-07,43.0,1743033600000000000,USD
45000001210,00001,45000001210_00001,M100225,49,21.88,100103,Sterling Supplies India,PL03,P200,2025-06-22,,,1745366400000000000,INR
45000001211,00001,45000001211_00001,M100029,49,26.25,100021,Prime Components Poland,PL03,P300,2025-04-18,,,1744329600000000000,USD
45000001211,00002,45000001211_00002,M100361,50,13.16,100021,Prime Components Poland,PL03,P300,2025-05-25,,,1744329600000000000,USD
45000001211,00003,45000001211_00003,M100372,61,75.8,100021,Prime Components Poland,PL02,P300,2025-05-19,2025-06-08,61.0,1744329600000000000,USD
45000001211,00004,45000001211_00004,M100211,41,134.3,100021,Prime Components Poland,PL02,P300,2025-06-08,2025-06-09,41.0,1744329600000000000,USD
45000001212,00001,45000001212_00001,M100496,65,43.43,100189,Apex Enterprises UK,PL01,P200,2025-03-10,2025-03-29,65.0,1738800000000000000,INR
45000001213,00001,45000001213_00001,M100237,45,145.96,100049,Summit Engineering Brazil,PL02,P200,2025-07-23,,,1749859200000000000,EUR
45000001213,00002,45000001213_00002,M100038,44,52.93,100049,Summit Engineering Brazil,PL02,P200,2025-07-24,2025-07-23,44.0,1749859200000000000,EUR
45000001214,00001,45000001214_00001,M100080,41,74.02,100050,Zenith Enterprises Brazil,PL03,P100,2025-02-26,2025-02-24,41.0,1737936000000000000,INR
45000001215,00001,45000001215_00001,M100048,60,7.86,100012,Advance Services Brazil,PL04,P100,2025-04-26,2025-05-23,60.0,1741219200000000000,USD
45000001216,00001,45000001216_00001,M100250,60,36.97,100088,Everest Systems China,PL04,P100,2025-06-25,2025-07-19,60.0,1750118400000000000,INR
45000001217,00001,45000001217_00001,M100144,41,6.9,100156,TruLine Services India,PL01,P100,2025-05-02,2025-05-13,41.0,1744243200000000000,EUR
45000001218,00001,45000001218_00001,M100476,42,22.75,100014,Summit Solutions UK,PL02,P100,2025-05-05,2025-05-10,42.0,1744329600000000000,EUR
45000001218,00002,45000001218_00002,M100474,71,1.62,100014,Summit Solutions UK,PL02,P100,2025-04-27,,,1744329600000000000,EUR
45000001218,00003,45000001218_00003,M100364,51,84.48,100014,Summit Solutions UK,PL04,P100,2025-04-24,2025-05-02,51.0,1744329600000000000,EUR
45000001218,00004,45000001218_00004,M100209,37,47.83,100014,Summit Solutions UK,PL04,P100,2025-04-14,2025-05-13,37.0,1744329600000000000,EUR
45000001218,00005,45000001218_00005,M100328,60,454.41,100014,Summit Solutions UK,PL03,P100,2025-04-15,2025-04-17,60.0,1744329600000000000,EUR
45000001219,00001,45000001219_00001,M100191,45,50.75,100122,Unity Materials Poland,PL04,P200,2025-06-27,2025-07-14,45.0,1746489600000000000,USD
45000001220,00001,45000001220_00001,M100039,40,39.31,100038,Continental Systems Italy,PL01,P100,2025-03-14,2025-04-06,40.0,1737158400000000000,INR
45000001221,00001,45000001221_00001,M100273,43,82.83,100062,Metro Solutions Mexico,PL01,P100,2025-08-08,,,1750896000000000000,EUR
45000001222,00001,45000001222_00001,M100496,46,44.55,100136,Advance Engineering India,PL03,P300,2025-05-31,,,1743552000000000000,USD
45000001222,00002,45000001222_00002,M100174,59,345.69,100136,Advance Engineering India,PL04,P300,2025-05-21,,,1743552000000000000,USD
45000001222,00003,45000001222_00003,M100485,42,38.09,100136,Advance Engineering India,PL02,P300,2025-04-21,2025-05-03,42.0,1743552000000000000,USD
45000001223,00001,45000001223_00001,M100079,62,39.93,100145,Continental Systems USA,PL03,P300,2025-01-24,2025-02-13,62.0,1736899200000000000,INR
45000001224,00001,45000001224_00001,M100383,52,130.53,100134,Vertex Supplies Italy,PL04,P100,2025-07-05,2025-07-06,52.0,1747440000000000000,USD
45000001224,00002,45000001224_00002,M100485,46,19.96,100134,Vertex Supplies Italy,PL02,P100,2025-06-05,2025-06-14,46.0,1747440000000000000,USD
45000001225,00001,45000001225_00001,M100462,50,15.1,100124,TruLine Parts Poland,PL04,P100,2025-07-11,2025-07-12,50.0,1749945600000000000,EUR
45000001225,00002,45000001225_00002,M100146,58,10.78,100124,TruLine Parts Poland,PL04,P100,2025-07-10,2025-07-11,58.0,1749945600000000000,EUR
45000001226,00001,45000001226_00001,M100267,45,57.65,100072,Orion Automation Germany,PL01,P100,2025-05-11,2025-06-04,45.0,1744156800000000000,USD
45000001226,00002,45000001226_00002,M100208,48,542.04,100072,Orion Automation Germany,PL01,P100,2025-05-11,2025-06-01,48.0,1744156800000000000,USD
45000001226,00003,45000001226_00003,M100062,54,243.83,100072,Orion Automation Germany,PL01,P100,2025-04-30,2025-05-23,54.0,1744156800000000000,USD
45000001226,00004,45000001226_00004,M100018,54,33.8,100072,Orion Automation Germany,PL04,P100,2025-05-19,2025-05-19,54.0,1744156800000000000,USD
45000001227,00001,45000001227_00001,M100152,64,9.11,100132,Advance Technologies India,PL04,P300,2025-04-30,2025-05-04,64.0,1744243200000000000,EUR
45000001227,00002,45000001227_00002,M100166,54,9.18,100132,Advance Technologies India,PL04,P300,2025-05-31,2025-05-28,54.0,1744243200000000000,EUR
45000001227,00003,45000001227_00003,M100006,51,3.32,100132,Advance Technologies India,PL03,P300,2025-05-30,2025-06-01,51.0,1744243200000000000,EUR
45000001227,00004,45000001227_00004,M100275,55,25.82,100132,Advance Technologies India,PL01,P300,2025-05-14,2025-05-20,55.0,1744243200000000000,EUR
45000001228,00001,45000001228_00001,M100370,60,55.26,100142,Global Global Germany,PL01,P300,2025-05-18,2025-06-10,60.0,1746403200000000000,USD
45000001229,00001,45000001229_00001,M100045,54,55.06,100103,Sterling Supplies India,PL01,P100,2025-03-10,2025-04-05,54.0,1739836800000000000,INR
45000001229,00002,45000001229_00002,M100333,40,30.34,100103,Sterling Supplies India,PL02,P100,2025-04-01,2025-05-01,40.0,1739836800000000000,INR
45000001230,00001,45000001230_00001,M100260,55,6.12,100159,Summit Materials UK,PL03,P200,2025-07-19,2025-07-16,55.0,1748736000000000000,USD
45000001230,00002,45000001230_00002,M100018,71,32.77,100159,Summit Materials UK,PL01,P200,2025-07-06,,,1748736000000000000,USD
45000001231,00001,45000001231_00001,M100218,48,61.73,100152,Orion Systems India,PL01,P200,2025-05-23,2025-06-02,48.0,1747612800000000000,USD
45000001231,00002,45000001231_00002,M100110,47,15.96,100152,Orion Systems India,PL03,P200,2025-06-13,2025-07-08,47.0,1747612800000000000,USD
45000001231,00003,45000001231_00003,M100125,58,25.73,100152,Orion Systems India,PL02,P200,2025-06-11,,,1747612800000000000,USD
45000001232,00001,45000001232_00001,M100470,48,13.43,100184,Global Systems Canada,PL01,P100,2025-06-18,2025-06-23,48.0,1745625600000000000,USD
45000001232,00002,45000001232_00002,M100032,44,27.38,100184,Global Systems Canada,PL04,P100,2025-06-13,2025-06-19,44.0,1745625600000000000,USD
45000001232,00003,45000001232_00003,M100376,60,18.55,100184,Global Systems Canada,PL02,P100,2025-05-29,2025-06-22,60.0,1745625600000000000,USD
45000001233,00001,45000001233_00001,M100419,52,19.13,100164,Advance Industries Mexico,PL03,P100,2025-05-11,2025-05-14,52.0,1743120000000000000,USD
45000001234,00001,45000001234_00001,M100210,43,80.49,100167,Zenith Materials Japan,PL01,P300,2025-04-24,,,1740355200000000000,EUR
45000001234,00002,45000001234_00002,M100461,52,15.82,100167,Zenith Materials Japan,PL02,P300,2025-03-03,2025-03-31,52.0,1740355200000000000,EUR
45000001235,00001,45000001235_00001,M100036,48,63.56,100044,Continental Supplies Poland,PL04,P100,2025-07-05,2025-07-27,48.0,1750636800000000000,EUR
45000001236,00001,45000001236_00001,M100308,48,9.58,100058,Metro Industries China,PL02,P100,2025-04-16,2025-04-28,48.0,1740787200000000000,EUR
45000001237,00001,45000001237_00001,M100312,52,47.05,100166,Advance Solutions Poland,PL03,P100,2025-05-11,2025-06-08,52.0,1746489600000000000,USD
45000001238,00001,45000001238_00001,M100154,45,91.73,100111,Zenith Technologies Germany,PL02,P300,2025-02-13,2025-02-27,45.0,1736640000000000000,EUR
45000001239,00001,45000001239_00001,M100474,52,34.98,100122,Unity Materials Poland,PL02,P300,2025-02-10,2025-02-19,52.0,1735948800000000000,INR
45000001240,00001,45000001240_00001,M100020,45,162.28,100124,TruLine Parts Poland,PL01,P300,2025-01-28,2025-02-15,45.0,1737763200000000000,INR
45000001241,00001,45000001241_00001,M100110,53,77.04,100051,Advance Supplies Canada,PL04,P100,2025-01-31,2025-02-18,53.0,1737072000000000000,USD
45000001241,00002,45000001241_00002,M100071,52,54.94,100051,Advance Supplies Canada,PL01,P100,2025-03-18,2025-04-16,52.0,1737072000000000000,USD
45000001241,00003,45000001241_00003,M100043,50,45.95,100051,Advance Supplies Canada,PL03,P100,2025-01-18,2025-01-23,50.0,1737072000000000000,USD
45000001241,00004,45000001241_00004,M100414,51,14.2,100051,Advance Supplies Canada,PL02,P100,2025-03-01,2025-03-02,51.0,1737072000000000000,USD
45000001241,00005,45000001241_00005,M100067,58,17.8,100051,Advance Supplies Canada,PL03,P100,2025-01-29,2025-01-26,58.0,1737072000000000000,USD
45000001241,00006,45000001241_00006,M100392,46,1.72,100051,Advance Supplies Canada,PL04,P100,2025-03-11,2025-04-05,46.0,1737072000000000000,USD
45000001242,00001,45000001242_00001,M100017,29,27.74,100135,Everest Engineering Italy,PL02,P100,2025-07-01,2025-07-23,29.0,1749254400000000000,INR
45000001242,00002,45000001242_00002,M100331,53,26.66,100135,Everest Engineering Italy,PL04,P100,2025-06-10,,,1749254400000000000,INR
45000001242,00003,45000001242_00003,M100226,50,38.82,100135,Everest Engineering Italy,PL02,P100,2025-06-17,2025-06-22,50.0,1749254400000000000,INR
45000001242,00004,45000001242_00004,M100317,53,216.68,100135,Everest Engineering Italy,PL02,P100,2025-07-17,2025-07-15,53.0,1749254400000000000,INR
45000001243,00001,45000001243_00001,M100163,54,57.84,100046,Crest Resources Sweden,PL03,P300,2025-05-24,2025-06-08,54.0,1743120000000000000,USD
45000001244,00001,45000001244_00001,M100283,55,29.51,100027,Vertex Solutions Sweden,PL04,P300,2025-03-16,2025-03-15,55.0,1738281600000000000,EUR
45000001244,00002,45000001244_00002,M100354,47,33.94,100027,Vertex Solutions Sweden,PL03,P300,2025-02-14,2025-03-08,47.0,1738281600000000000,EUR
45000001245,00001,45000001245_00001,M100254,45,30.54,100194,Sterling Engineering Sweden,PL03,P100,2025-04-20,2025-05-05,45.0,1742774400000000000,EUR
45000001245,00002,45000001245_00002,M100372,48,9.0,100194,Sterling Engineering Sweden,PL01,P100,2025-04-20,2025-05-11,48.0,1742774400000000000,EUR
45000001245,00003,45000001245_00003,M100003,60,83.92,100194,Sterling Engineering Sweden,PL04,P100,2025-04-18,2025-05-11,60.0,1742774400000000000,EUR
45000001246,00001,45000001246_00001,M100171,57,3.21,100134,Vertex Supplies Italy,PL03,P100,2025-05-20,2025-06-14,57.0,1743033600000000000,USD
45000001246,00002,45000001246_00002,M100303,53,11.65,100134,Vertex Supplies Italy,PL02,P100,2025-05-19,2025-05-30,53.0,1743033600000000000,USD
45000001247,00001,45000001247_00001,M100066,54,14.63,100200,Metro Systems Brazil,PL04,P300,2025-05-04,,,1744848000000000000,USD
45000001248,00001,45000001248_00001,M100420,58,57.94,100122,Unity Materials Poland,PL01,P100,2025-03-25,2025-03-22,58.0,1739318400000000000,EUR
45000001248,00002,45000001248_00002,M100082,48,88.13,100122,Unity Materials Poland,PL04,P100,2025-02-15,2025-02-13,48.0,1739318400000000000,EUR
45000001249,00001,45000001249_00001,M100492,40,65.69,100096,Unity Machinery Italy,PL04,P300,2025-02-13,2025-02-26,40.0,1738627200000000000,EUR
45000001249,00002,45000001249_00002,M100276,43,33.03,100096,Unity Machinery Italy,PL02,P300,2025-02-09,,,1738627200000000000,EUR
45000001250,00001,45000001250_00001,M100055,56,23.1,100109,Prime Machinery Poland,PL01,P200,2025-02-18,2025-02-15,56.0,1739145600000000000,INR
45000001250,00002,45000001250_00002,M100099,51,64.24,100109,Prime Machinery Poland,PL02,P200,2025-04-09,2025-04-06,51.0,1739145600000000000,INR
45000001250,00003,45000001250_00003,M100416,39,52.07,100109,Prime Machinery Poland,PL04,P200,2025-02-15,2025-03-02,39.0,1739145600000000000,INR
45000001250,00004,45000001250_00004,M100397,45,97.39,100109,Prime Machinery Poland,PL02,P200,2025-03-17,2025-04-03,45.0,1739145600000000000,INR
45000001251,00001,45000001251_00001,M100381,43,42.71,100176,Keystone Materials Poland,PL03,P100,2025-01-13,2025-01-25,43.0,1735776000000000000,EUR
45000001252,00001,45000001252_00001,M100408,43,23.14,100120,Harbor Parts USA,PL03,P200,2025-07-15,2025-08-02,43.0,1748736000000000000,EUR
45000001252,00002,45000001252_00002,M100048,39,9.45,100120,Harbor Parts USA,PL04,P200,2025-06-20,,,1748736000000000000,EUR
45000001252,00003,45000001252_00003,M100097,49,12.13,100120,Harbor Parts USA,PL03,P200,2025-06-20,2025-07-02,49.0,1748736000000000000,EUR
45000001252,00004,45000001252_00004,M100348,51,73.12,100120,Harbor Parts USA,PL03,P200,2025-06-08,2025-06-12,51.0,1748736000000000000,EUR
45000001253,00001,45000001253_00001,M100221,44,39.19,100132,Advance Technologies India,PL01,P100,2025-07-23,2025-07-28,44.0,1750982400000000000,INR
45000001253,00002,45000001253_00002,M100139,62,504.02,100132,Advance Technologies India,PL02,P100,2025-07-03,2025-07-03,62.0,1750982400000000000,INR
45000001253,00003,45000001253_00003,M100099,45,53.66,100132,Advance Technologies India,PL04,P100,2025-07-10,2025-07-31,45.0,1750982400000000000,INR
45000001253,00004,45000001253_00004,M100282,63,6.59,100132,Advance Technologies India,PL02,P100,2025-07-31,2025-07-31,63.0,1750982400000000000,INR
45000001253,00005,45000001253_00005,M100496,48,32.98,100132,Advance Technologies India,PL01,P100,2025-07-28,2025-08-25,48.0,1750982400000000000,INR
45000001253,00006,45000001253_00006,M100023,39,29.47,100132,Advance Technologies India,PL04,P100,2025-07-04,2025-07-15,39.0,1750982400000000000,INR
45000001253,00007,45000001253_00007,M100063,48,7.32,100132,Advance Technologies India,PL01,P100,2025-07-12,2025-08-02,48.0,1750982400000000000,INR
45000001254,00001,45000001254_00001,M100363,41,39.12,100026,Harbor Manufacturing Poland,PL01,P200,2025-05-04,2025-05-13,41.0,1741651200000000000,USD
45000001254,00002,45000001254_00002,M100407,38,24.31,100026,Harbor Manufacturing Poland,PL04,P200,2025-03-23,2025-03-22,38.0,1741651200000000000,USD
45000001255,00001,45000001255_00001,M100402,47,56.07,100023,Orion Enterprises UK,PL01,P300,2025-04-04,2025-04-01,47.0,1739491200000000000,INR
45000001255,00002,45000001255_00002,M100308,54,51.86,100023,Orion Enterprises UK,PL01,P300,2025-03-02,2025-03-01,54.0,1739491200000000000,INR
45000001255,00003,45000001255_00003,M100152,55,7.76,100023,Orion Enterprises UK,PL04,P300,2025-03-26,2025-04-20,55.0,1739491200000000000,INR
45000001256,00001,45000001256_00001,M100497,52,11.82,100068,Harbor Dynamics Mexico,PL03,P200,2025-03-17,2025-04-07,52.0,1739664000000000000,EUR
45000001257,00001,45000001257_00001,M100174,55,91.28,100181,Bluewave Services China,PL02,P200,2025-07-09,2025-07-10,55.0,1749513600000000000,USD
45000001257,00002,45000001257_00002,M100310,40,12.62,100181,Bluewave Services China,PL01,P200,2025-07-23,2025-08-01,40.0,1749513600000000000,USD
45000001258,00001,45000001258_00001,M100120,56,49.17,100022,Orion Parts China,PL02,P100,2025-07-12,2025-07-24,56.0,1747958400000000000,INR
45000001258,00002,45000001258_00002,M100242,48,40.46,100022,Orion Parts China,PL02,P100,2025-07-09,2025-08-03,48.0,1747958400000000000,INR
45000001259,00001,45000001259_00001,M100333,47,5.92,100137,Summit Solutions Italy,PL03,P200,2025-01-28,2025-02-26,47.0,1737763200000000000,EUR
45000001259,00002,45000001259_00002,M100467,52,83.49,100137,Summit Solutions Italy,PL01,P200,2025-02-04,2025-02-20,52.0,1737763200000000000,EUR
45000001259,00003,45000001259_00003,M100105,42,53.23,100137,Summit Solutions Italy,PL03,P200,2025-03-22,2025-04-02,42.0,1737763200000000000,EUR
45000001259,00004,45000001259_00004,M100488,32,7.04,100137,Summit Solutions Italy,PL03,P200,2025-03-25,2025-03-25,32.0,1737763200000000000,EUR
45000001260,00001,45000001260_00001,M100312,57,14.0,100061,Prime Solutions Italy,PL02,P300,2025-03-21,2025-04-15,57.0,1740528000000000000,EUR
45000001260,00002,45000001260_00002,M100006,54,58.97,100061,Prime Solutions Italy,PL04,P300,2025-03-11,2025-03-16,54.0,1740528000000000000,EUR
45000001260,00003,45000001260_00003,M100062,47,14.09,100061,Prime Solutions Italy,PL01,P300,2025-03-24,2025-04-01,47.0,1740528000000000000,EUR
45000001260,00004,45000001260_00004,M100136,59,24.56,100061,Prime Solutions Italy,PL04,P300,2025-03-08,2025-03-05,59.0,1740528000000000000,EUR
45000001261,00001,45000001261_00001,M100352,46,17.88,100124,TruLine Parts Poland,PL03,P100,2025-04-14,2025-04-21,46.0,1741737600000000000,INR
45000001261,00002,45000001261_00002,M100452,45,63.37,100124,TruLine Parts Poland,PL01,P100,2025-03-27,2025-04-05,45.0,1741737600000000000,INR
45000001261,00003,45000001261_00003,M100146,52,64.21,100124,TruLine Parts Poland,PL02,P100,2025-04-22,2025-05-08,52.0,1741737600000000000,INR
45000001262,00001,45000001262_00001,M100372,54,7.81,100143,Orion Enterprises Japan,PL02,P200,2025-07-17,2025-08-05,54.0,1750809600000000000,INR
45000001262,00002,45000001262_00002,M100434,47,18.48,100143,Orion Enterprises Japan,PL04,P200,2025-06-27,,,1750809600000000000,INR
45000001263,00001,45000001263_00001,M100494,53,2.52,100066,Advance Manufacturing Mexico,PL04,P100,2025-06-26,2025-06-26,53.0,1750464000000000000,EUR
45000001264,00001,45000001264_00001,M100104,38,13.72,100152,Orion Systems India,PL02,P200,2025-04-22,2025-05-04,38.0,1741910400000000000,USD
45000001265,00001,45000001265_00001,M100178,46,9.88,100110,Keystone Automation Mexico,PL03,P100,2025-07-13,,,1749254400000000000,INR
45000001265,00002,45000001265_00002,M100204,52,105.13,100110,Keystone Automation Mexico,PL02,P100,2025-06-17,2025-07-02,52.0,1749254400000000000,INR
45000001266,00001,45000001266_00001,M100172,51,62.92,100063,Continental Logistics Poland,PL03,P100,2025-01-18,,,1736812800000000000,INR
45000001267,00001,45000001267_00001,M100082,64,31.35,100085,Orion Manufacturing Germany,PL01,P100,2025-06-18,2025-07-11,64.0,1746403200000000000,INR
45000001267,00002,45000001267_00002,M100222,48,35.84,100085,Orion Manufacturing Germany,PL01,P100,2025-06-01,,,1746403200000000000,INR
45000001267,00003,45000001267_00003,M100377,64,87.94,100085,Orion Manufacturing Germany,PL01,P100,2025-06-14,2025-06-24,64.0,1746403200000000000,INR
45000001268,00001,45000001268_00001,M100416,35,8.69,100099,Global Automation Italy,PL02,P300,2025-06-10,2025-06-10,35.0,1745452800000000000,USD
45000001268,00002,45000001268_00002,M100065,57,113.66,100099,Global Automation Italy,PL03,P300,2025-05-18,2025-05-18,57.0,1745452800000000000,USD
45000001269,00001,45000001269_00001,M100245,45,9.48,100126,Summit Enterprises Italy,PL01,P300,2025-03-02,2025-03-02,45.0,1740009600000000000,USD
45000001269,00002,45000001269_00002,M100488,61,144.16,100126,Summit Enterprises Italy,PL01,P300,2025-04-05,2025-04-10,61.0,1740009600000000000,USD
45000001270,00001,45000001270_00001,M100144,53,32.33,100066,Advance Manufacturing Mexico,PL02,P100,2025-01-30,2025-02-08,53.0,1738108800000000000,INR
45000001270,00002,45000001270_00002,M100008,35,12.6,100066,Advance Manufacturing Mexico,PL04,P100,2025-01-30,,,1738108800000000000,INR
45000001271,00001,45000001271_00001,M100097,35,115.28,100013,Continental Manufacturing Japan,PL01,P200,2025-06-08,2025-07-04,35.0,1744761600000000000,INR
45000001271,00002,45000001271_00002,M100137,48,19.28,100013,Continental Manufacturing Japan,PL04,P200,2025-06-05,,,1744761600000000000,INR
45000001271,00003,45000001271_00003,M100254,54,90.89,100013,Continental Manufacturing Japan,PL01,P200,2025-06-10,,,1744761600000000000,INR
45000001272,00001,45000001272_00001,M100142,38,13.95,100159,Summit Materials UK,PL02,P200,2025-06-19,2025-06-27,38.0,1746057600000000000,INR
45000001273,00001,45000001273_00001,M100003,44,5.71,100108,Bluewave Components Sweden,PL01,P300,2025-03-16,2025-04-04,44.0,1738886400000000000,USD
45000001273,00002,45000001273_00002,M100430,58,89.3,100108,Bluewave Components Sweden,PL01,P300,2025-02-09,2025-02-17,58.0,1738886400000000000,USD
45000001273,00003,45000001273_00003,M100166,43,23.84,100108,Bluewave Components Sweden,PL04,P300,2025-04-08,2025-04-17,43.0,1738886400000000000,USD
45000001274,00001,45000001274_00001,M100387,68,13.02,100118,Sterling Technologies USA,PL04,P100,2025-04-29,2025-05-21,68.0,1744243200000000000,USD
