EBELN,BUKRS,LIFNR,EKORG,AEDAT,NETWR,WAERS,BSTAT
45000000902,2000,100066,P300,2025-02-12,7533.05,INR,A
45000000903,1000,100163,P100,2025-03-04,9985.02,EUR,B
45000000904,3000,100196,P300,2025-05-02,2958.28,INR,A
45000000905,1000,100140,P100,2025-01-23,940.95,USD,
45000000906,3000,100105,P200,2025-06-25,1121.9,EUR,
45000000907,2000,100030,P300,2025-01-16,2458.74,INR,B
45000000908,1000,100121,P100,2025-05-18,13113.14,USD,
45000000909,3000,100175,P300,2025-03-23,3476.95,USD,A
45000000910,1000,100189,P300,2025-02-19,3141.0,USD,A
45000000911,2000,100159,P100,2025-02-04,2756.55,USD,B
45000000912,3000,100128,P200,2025-04-23,14827.63,EUR,B
45000000913,1000,100114,P300,2025-05-06,7621.37,INR,B
45000000914,2000,100065,P300,2025-03-31,10220.28,USD,A
45000000915,3000,100135,P100,2025-06-03,1460.61,INR,B
45000000916,2000,100057,P200,2025-02-09,4165.84,USD,B
45000000917,2000,100114,P100,2025-04-04,311.15,EUR,B
45000000918,3000,100039,P100,2025-04-08,4869.5,INR,B
45000000919,3000,100101,P100,2025-04-04,2035.46,USD,B
45000000920,3000,100123,P300,2025-01-17,1474.46,USD,
45000000921,3000,100037,P200,2025-05-15,2831.76,EUR,
45000000922,2000,100003,P200,2025-06-06,456.04,USD,B
45000000923,1000,100057,P100,2025-03-24,6194.58,EUR,B
45000000924,1000,100057,P100,2025-01-18,2886.68,INR,
45000000925,1000,100034,P200,2025-02-21,14926.7,INR,
45000000926,3000,100056,P300,2025-01-09,6934.98,USD,B
45000000927,3000,100084,P300,2025-05-06,2384.31,EUR,B
45000000928,1000,100078,P200,2025-03-07,2972.2,INR,B
45000000929,1000,100067,P100,2025-01-19,575.28,EUR,A
45000000930,2000,100109,P300,2025-01-21,7091.38,INR,A
45000000931,3000,100067,P200,2025-05-23,358.19,USD,B
45000000932,3000,100080,P200,2025-01-15,12339.0,EUR,
45000000933,2000,100168,P100,2025-01-19,8000.98,INR,B
45000000934,1000,100178,P300,2025-01-25,1084.2,INR,B
45000000935,1000,100131,P100,2025-04-09,1805.76,EUR,B
45000000936,3000,100053,P300,2025-03-05,18617.82,INR,B
45000000937,2000,100150,P300,2025-05-23,6761.17,INR,B
45000000938,2000,100098,P300,2025-05-28,12184.36,USD,B
45000000939,2000,100105,P100,2025-06-20,15410.48,INR,
45000000940,2000,100160,P300,2025-05-21,4756.36,USD,B
45000000941,3000,100112,P300,2025-02-10,1208.34,USD,A
45000000942,3000,100012,P200,2025-03-22,1594.77,USD,A
45000000943,2000,100197,P300,2025-06-12,952.94,USD,B
45000000944,3000,100036,P300,2025-03-03,4813.89,INR,A
45000000945,3000,100190,P200,2025-05-21,6551.36,USD,A
45000000946,2000,100057,P100,2025-04-25,6430.02,EUR,
45000000947,3000,100135,P100,2025-03-14,2575.8,EUR,
45000000948,1000,100073,P200,2025-03-19,18095.5,INR,
45000000949,1000,100085,P300,2025-03-22,1408.59,USD,B
45000000950,3000,100101,P300,2025-05-11,4080.09,EUR,
45000000951,1000,100011,P200,2025-01-25,6228.18,USD,
45000000952,2000,100039,P200,2025-02-05,446.5,EUR,
45000000953,2000,100010,P200,2025-03-01,975.2,INR,B
45000000954,3000,100075,P100,2025-04-13,1514.1,EUR,
45000000955,2000,100141,P100,2025-03-25,585.15,USD,B
45000000956,3000,100182,P100,2025-06-29,425.76,EUR,B
45000000957,1000,100185,P300,2025-03-18,5142.72,EUR,A
45000000958,1000,100191,P200,2025-01-21,5417.97,USD,A
45000000959,1000,100136,P100,2025-04-17,639.86,EUR,B
45000000960,1000,100079,P300,2025-06-04,39376.26,EUR,A
45000000961,2000,100193,P300,2025-01-14,1358.51,INR,A
45000000962,3000,100149,P100,2025-05-19,4204.31,USD,B
45000000963,1000,100101,P100,2025-06-28,3988.51,INR,B
45000000964,2000,100117,P300,2025-04-11,5586.56,EUR,B
45000000965,1000,100039,P200,2025-01-24,1737.0,USD,A
45000000966,1000,100192,P200,2025-02-07,6670.58,INR,A
45000000967,3000,100039,P100,2025-05-27,1534.68,EUR,A
45000000968,1000,100069,P200,2025-03-09,927.0,EUR,A
45000000969,1000,100059,P100,2025-06-28,3818.43,USD,B
45000000970,2000,100107,P200,2025-02-20,1946.16,EUR,B
45000000971,3000,100179,P300,2025-02-20,2283.77,EUR,B
45000000972,1000,100115,P100,2025-03-05,14016.69,USD,A
45000000973,3000,100147,P300,2025-03-24,6889.14,INR,
45000000974,2000,100067,P200,2025-06-21,2270.52,USD,A
45000000975,2000,100171,P200,2025-02-18,619.85,EUR,B
45000000976,2000,100172,P100,2025-01-07,1275.38,USD,B
45000000977,3000,100077,P100,2025-04-24,2235.75,USD,
45000000978,1000,100024,P300,2025-03-01,7209.37,USD,
45000000979,1000,100111,P300,2025-01-22,798.53,INR,
45000000980,1000,100032,P200,2025-06-08,366.84,INR,A
45000000981,1000,100115,P200,2025-06-27,1259.88,USD,A
45000000982,2000,100073,P100,2025-01-06,18293.51,EUR,B
45000000983,1000,100193,P300,2025-02-24,2574.02,EUR,A
45000000984,2000,100054,P300,2025-05-21,558.98,EUR,
45000000985,3000,100013,P300,2025-06-27,1426.47,INR,A
45000000986,3000,100107,P300,2025-05-30,33018.64,INR,A
45000000987,1000,100099,P200,2025-02-13,10104.67,INR,B
45000000988,2000,100039,P100,2025-06-08,4684.78,USD,B
45000000989,1000,100120,P200,2025-01-03,595.2,EUR,A
45000000990,3000,100058,P200,2025-06-19,1773.33,INR,
45000000991,3000,100148,P200,2025-03-16,10744.91,INR,A
45000000992,3000,100156,P100,2025-05-11,5767.32,USD,A
45000000993,3000,100003,P100,2025-06-02,950.85,INR,
45000000994,2000,100111,P300,2025-05-09,2533.44,EUR,
45000000995,1000,100166,P300,2025-01-11,21463.65,USD,A
45000000996,2000,100021,P300,2025-05-06,4372.62,INR,
45000000997,3000,100081,P200,2025-03-30,13136.16,USD,B
45000000998,1000,100101,P300,2025-03-19,284.2,USD,
45000000999,2000,100012,P200,2025-06-10,4658.08,INR,B
45000001000,1000,100176,P100,2025-03-13,19958.23,USD,A
45000001001,1000,100060,P100,2025-06-18,1944.72,EUR,A
45000001002,3000,100178,P300,2025-05-14,11529.8,EUR,B
45000001003,2000,100102,P100,2025-02-28,22541.17,EUR,
45000001004,2000,100035,P300,2025-04-20,3451.36,USD,A
45000001005,1000,100189,P100,2025-05-19,4182.69,EUR,
45000001006,3000,100183,P300,2025-05-29,8339.32,INR,
45000001007,3000,100187,P300,2025-03-21,62206.37,EUR,
45000001008,1000,100075,P300,2025-04-21,7000.88,EUR,
45000001009,1000,100001,P300,2025-03-23,7506.92,EUR,B
45000001010,1000,100114,P200,2025-01-31,867.15,INR,B
45000001011,2000,100062,P200,2025-01-08,3601.67,USD,A
45000001012,3000,100010,P300,2025-04-24,407.19,EUR,A
45000001013,1000,100126,P100,2025-02-08,3911.27,INR,
45000001014,3000,100057,P300,2025-01-07,6064.88,USD,B
45000001015,3000,100145,P100,2025-05-26,2254.2,EUR,
45000001016,3000,100171,P100,2025-03-01,3213.6,USD,
45000001017,2000,100137,P100,2025-06-26,6958.46,EUR,B
45000001018,3000,100018,P300,2025-05-01,2156.67,USD,
45000001019,2000,100080,P200,2025-04-10,1371.83,INR,
45000001020,1000,100012,P100,2025-02-19,2056.5,USD,
45000001021,2000,100103,P100,2025-03-11,54487.75,EUR,B
45000001022,1000,100190,P100,2025-02-21,14369.38,INR,A
45000001023,2000,100125,P300,2025-06-07,6559.2,USD,A
45000001024,2000,100162,P200,2025-03-05,21324.98,INR,B
45000001025,3000,100150,P200,2025-04-08,3256.2,USD,B
45000001026,3000,100144,P300,2025-05-27,5301.45,EUR,B
45000001027,1000,100177,P300,2025-06-30,46453.36,INR,A
45000001028,1000,100174,P100,2025-04-27,12647.56,EUR,B
45000001029,3000,100137,P100,2025-04-12,69782.15,EUR,A
45000001030,3000,100187,P100,2025-05-13,530.8,INR,A
45000001031,2000,100198,P200,2025-04-23,410.85,USD,A
45000001032,2000,100033,P200,2025-02-12,2136.22,EUR,
45000001033,3000,100199,P100,2025-06-26,5338.21,USD,B
45000001034,1000,100166,P300,2025-04-26,9058.07,EUR,
45000001035,3000,100096,P300,2025-02-16,5979.68,EUR,
45000001036,2000,100015,P200,2025-04-11,1428.75,USD,
45000001037,2000,100042,P300,2025-02-15,1316.63,EUR,
45000001038,1000,100160,P200,2025-04-27,8494.59,USD,B
45000001039,3000,100192,P100,2025-06-16,4014.99,EUR,B
45000001040,1000,100030,P100,2025-02-01,7727.29,EUR,A
45000001041,2000,100130,P100,2025-06-12,3509.42,EUR,B
45000001042,3000,100147,P300,2025-04-09,3292.92,EUR,
45000001043,3000,100108,P200,2025-04-07,3138.88,INR,
45000001044,3000,100101,P300,2025-03-27,50690.6,INR,
45000001045,1000,100189,P300,2025-02-07,2305.26,INR,A
45000001046,2000,100093,P300,2025-03-20,18959.36,USD,A
45000001047,1000,100107,P100,2025-06-10,4609.04,INR,
45000001048,3000,100086,P200,2025-01-01,902.78,INR,A
45000001049,2000,100059,P300,2025-05-08,3917.04,INR,B
45000001050,1000,100091,P100,2025-05-07,8076.12,EUR,B
45000001051,2000,100070,P200,2025-05-02,58.3,USD,
45000001052,3000,100198,P100,2025-06-03,4483.04,INR,B
45000001053,3000,100130,P300,2025-03-13,2356.78,EUR,
45000001054,1000,100192,P100,2025-01-13,3806.94,INR,B
45000001055,1000,100047,P100,2025-03-31,343.14,INR,B
45000001056,3000,100172,P200,2025-05-28,27322.37,USD,
45000001057,1000,100143,P200,2025-01-13,3050.07,INR,
45000001058,2000,100142,P300,2025-06-22,18173.82,EUR,B
45000001059,3000,100045,P300,2025-06-29,563.06,EUR,
45000001060,3000,100140,P300,2025-04-27,9250.59,USD,
45000001061,2000,100169,P200,2025-01-24,2171.23,USD,A
45000001062,2000,100014,P300,2025-01-18,11231.78,INR,A
45000001063,1000,100069,P100,2025-05-01,7375.52,EUR,A
45000001064,3000,100167,P200,2025-03-26,5342.14,EUR,
45000001065,1000,100082,P300,2025-06-28,2709.9,INR,
45000001066,3000,100152,P300,2025-05-27,1603.44,EUR,
45000001067,3000,100192,P300,2025-05-04,3885.7,EUR,B
45000001068,2000,100094,P300,2025-03-15,2646.28,USD,A
45000001069,3000,100008,P300,2025-05-15,16105.09,USD,
45000001070,3000,100145,P200,2025-06-07,870.96,EUR,B
45000001071,2000,100132,P200,2025-06-11,16696.03,INR,B
45000001072,3000,100189,P200,2025-03-01,854.68,INR,
45000001073,1000,100023,P200,2025-01-31,11287.56,EUR,
45000001074,3000,100080,P200,2025-02-23,784.8,USD,
45000001075,2000,100110,P300,2025-03-27,5763.68,EUR,
45000001076,3000,100191,P100,2025-01-03,1075.36,EUR,A
45000001077,1000,100133,P200,2025-03-07,1834.14,USD,B
45000001078,2000,100034,P100,2025-05-21,6121.22,INR,B
45000001079,2000,100161,P200,2025-03-27,5668.05,EUR,B
45000001080,1000,100065,P100,2025-06-07,660.4,INR,A
45000001081,3000,100116,P200,2025-03-28,439.4,USD,
45000001082,1000,100009,P200,2025-06-15,24308.65,INR,B
45000001083,3000,100018,P200,2025-04-28,1518.08,USD,A
45000001084,3000,100079,P200,2025-01-15,9382.98,EUR,B
45000001085,2000,100143,P300,2025-06-23,1383.8,EUR,
45000001086,3000,100197,P300,2025-02-23,11640.24,USD,A
45000001087,1000,100022,P200,2025-01-17,14499.59,INR,A
45000001088,3000,100157,P300,2025-04-07,7200.56,INR,B
45000001089,2000,100186,P100,2025-06-05,12705.22,EUR,
45000001090,3000,100054,P200,2025-03-20,7747.65,EUR,
45000001091,2000,100049,P100,2025-03-11,5950.47,USD,
45000001092,2000,100195,P200,2025-04-06,832.48,INR,B
45000001093,1000,100072,P100,2025-03-19,9108.5,USD,
45000001094,1000,100178,P200,2025-02-21,3746.04,EUR,
45000001095,3000,100015,P100,2025-05-04,2842.4,INR,A
45000001096,3000,100171,P300,2025-05-04,3915.33,USD,A
45000001097,1000,100071,P300,2025-02-06,1107.49,EUR,
45000001098,3000,100024,P100,2025-02-22,2533.92,USD,A
45000001099,1000,100157,P100,2025-05-14,9407.34,USD,
45000001100,3000,100145,P100,2025-06-25,1451.52,USD,A
45000001101,1000,100039,P300,2025-01-12,22441.24,EUR,B
45000001102,1000,100025,P300,2025-03-21,152.28,USD,B
45000001103,2000,100177,P100,2025-02-23,8751.0,INR,A
45000001104,3000,100102,P200,2025-03-12,8567.63,USD,B
45000001105,2000,100146,P100,2025-01-31,438.48,INR,A
45000001106,1000,100072,P300,2025-01-30,200.88,EUR,B
45000001107,1000,100156,P300,2025-01-27,210.41,USD,B
45000001108,2000,100190,P100,2025-03-23,2532.51,EUR,A
45000001109,1000,100040,P100,2025-05-27,7931.25,INR,A
45000001110,2000,100031,P300,2025-06-06,32154.08,USD,
45000001111,1000,100065,P200,2025-02-03,8072.07,EUR,
45000001112,2000,100155,P100,2025-01-28,8241.58,INR,A
45000001113,1000,100189,P300,2025-04-11,10974.11,EUR,B
45000001114,3000,100085,P300,2025-06-11,1878.68,USD,B
45000001115,2000,100151,P200,2025-04-02,8259.16,INR,B
45000001116,3000,100189,P100,2025-06-21,6202.68,USD,B
45000001117,1000,100117,P300,2025-02-03,4427.97,USD,
45000001118,2000,100107,P300,2025-04-27,13093.21,EUR,B
45000001119,2000,100173,P100,2025-04-30,2204.27,INR,
45000001120,2000,100170,P200,2025-06-07,6688.56,USD,
45000001121,3000,100080,P200,2025-06-29,288.85,USD,A
45000001122,1000,100106,P100,2025-05-05,12613.95,USD,
45000001123,2000,100079,P200,2025-03-31,1049.58,INR,A
45000001124,3000,100148,P300,2025-03-31,5893.88,INR,B
45000001125,2000,100016,P300,2025-01-27,17569.05,INR,A
45000001126,3000,100122,P100,2025-05-23,16107.67,USD,B
45000001127,2000,100023,P300,2025-04-29,315.98,USD,
45000001128,1000,100037,P300,2025-06-08,3975.26,INR,A
45000001129,1000,100085,P200,2025-04-09,18740.94,INR,B
45000001130,2000,100107,P200,2025-06-01,8611.9,EUR,A
45000001131,3000,100037,P100,2025-05-20,4037.0,INR,B
45000001132,1000,100058,P300,2025-06-21,2784.6,EUR,B
45000001133,1000,100034,P300,2025-05-05,11896.57,EUR,A
45000001134,3000,100131,P100,2025-03-25,9613.14,USD,
45000001135,2000,100055,P100,2025-03-20,2307.24,EUR,
45000001136,3000,100004,P200,2025-06-25,334.8,USD,A
45000001137,3000,100192,P100,2025-06-15,2384.88,INR,
45000001138,3000,100125,P300,2025-02-05,7641.06,INR,
45000001139,1000,100009,P200,2025-06-19,4955.08,EUR,A
45000001140,3000,100192,P300,2025-04-10,11987.66,USD,
45000001141,3000,100184,P200,2025-02-22,351.9,USD,B
45000001142,2000,100043,P200,2025-06-23,24023.09,EUR,A
45000001143,3000,100100,P100,2025-01-23,17893.88,EUR,B
45000001144,1000,100199,P200,2025-04-14,3823.88,INR,A
45000001145,1000,100078,P100,2025-05-21,5299.06,EUR,B
45000001146,1000,100106,P200,2025-04-02,12680.89,INR,
45000001147,3000,100068,P300,2025-04-21,15475.17,USD,B
45000001148,3000,100101,P200,2025-03-23,3207.6,USD,A
45000001149,3000,100153,P100,2025-04-22,3850.75,EUR,
45000001150,1000,100082,P100,2025-05-02,17241.97,EUR,A
45000001151,2000,100100,P100,2025-04-03,10112.85,USD,B
45000001152,1000,100059,P100,2025-02-02,1036.39,INR,B
45000001153,1000,100064,P300,2025-01-05,5636.4,USD,B
45000001154,1000,100001,P100,2025-04-22,7371.49,INR,B
45000001155,2000,100059,P300,2025-04-17,5987.33,EUR,A
45000001156,1000,100151,P200,2025-06-09,3355.58,EUR,A
45000001157,2000,100034,P200,2025-05-22,4697.2,USD,
45000001158,2000,100133,P300,2025-02-17,860.86,INR,B
45000001159,3000,100004,P100,2025-05-08,2826.88,EUR,B
45000001160,2000,100100,P300,2025-03-10,2268.64,EUR,A
45000001161,1000,100182,P300,2025-01-09,15754.96,USD,B
45000001162,1000,100092,P300,2025-04-05,2204.8,USD,B
45000001163,1000,100183,P300,2025-01-21,25502.67,EUR,B
45000001164,2000,100021,P300,2025-03-13,1987.28,INR,B
45000001165,1000,100014,P100,2025-06-06,1688.4,USD,B
45000001166,3000,100063,P100,2025-06-19,7135.44,EUR,B
45000001167,3000,100200,P200,2025-05-19,15156.98,EUR,
45000001168,3000,100090,P100,2025-03-29,18319.15,USD,A
45000001169,2000,100042,P300,2025-05-12,20596.62,EUR,A
45000001170,2000,100027,P200,2025-04-18,14038.28,USD,
45000001171,3000,100007,P300,2025-01-10,7103.68,EUR,A
45000001172,2000,100174,P100,2025-05-25,12442.99,EUR,A
45000001173,1000,100008,P300,2025-05-29,21981.11,INR,B
45000001174,3000,100109,P300,2025-03-16,535.95,INR,A
45000001175,1000,100129,P100,2025-05-05,18681.45,EUR,
45000001176,2000,100116,P100,2025-03-13,8543.16,EUR,A
45000001177,2000,100165,P100,2025-03-12,465.52,EUR,
45000001178,1000,100179,P300,2025-06-04,6341.46,EUR,
45000001179,2000,100119,P200,2025-06-18,699.72,INR,A
45000001180,1000,100146,P200,2025-06-29,29052.39,INR,B
45000001181,2000,100093,P100,2025-01-09,23530.49,INR,B
45000001182,2000,100121,P200,2025-02-09,1837.26,USD,
45000001183,2000,100020,P300,2025-06-19,9829.63,EUR,
45000001184,3000,100046,P300,2025-02-23,466.84,USD,
45000001185,2000,100056,P100,2025-06-14,20404.37,INR,
45000001186,2000,100029,P200,2025-04-29,1084.16,USD,A
45000001187,1000,100003,P200,2025-05-17,9088.62,EUR,B
45000001188,2000,100148,P200,2025-04-10,6653.36,INR,B
45000001189,1000,100014,P200,2025-04-22,1972.31,USD,A
45000001190,2000,100186,P300,2025-06-23,26970.51,EUR,
45000001191,3000,100113,P300,2025-01-25,5282.18,USD,A
45000001192,3000,100013,P200,2025-06-06,495.04,USD,A
45000001193,1000,100013,P200,2025-03-10,8629.41,EUR,B
45000001194,2000,100100,P300,2025-04-11,22784.68,EUR,
45000001195,3000,100045,P100,2025-06-22,8033.7,EUR,A
45000001196,3000,100122,P100,2025-06-23,834.87,USD,B
45000001197,3000,100186,P100,2025-01-03,8620.29,INR,
45000001198,1000,100044,P300,2025-04-16,2586.6,INR,B
45000001199,2000,100174,P100,2025-04-25,1231.74,EUR,A
45000001200,1000,100051,P100,2025-03-06,42855.09,INR,B
45000001201,1000,100031,P300,2025-01-24,5594.88,EUR,
45000001202,3000,100110,P100,2025-06-03,1284.78,EUR,
45000001203,3000,100150,P100,2025-01-23,3591.5,USD,B
45000001204,3000,100051,P100,2025-06-15,12881.87,INR,B
45000001205,2000,100085,P200,2025-02-17,19933.8,USD,B
45000001206,3000,100102,P200,2025-01-20,7570.21,USD,A
45000001207,3000,100112,P200,2025-06-27,13960.62,USD,
45000001208,2000,100060,P100,2025-01-19,12704.02,USD,A
45000001209,1000,100090,P200,2025-03-27,3947.57,USD,
45000001210,1000,100103,P200,2025-04-23,1072.12,INR,B
45000001211,1000,100021,P300,2025-04-11,12074.35,USD,
45000001212,3000,100189,P200,2025-02-06,2822.95,INR,B
45000001213,1000,100049,P200,2025-06-14,8897.12,EUR,A
45000001214,1000,100050,P100,2025-01-27,3034.82,INR,B
45000001215,2000,100012,P100,2025-03-06,471.6,USD,
45000001216,3000,100088,P100,2025-06-17,2218.2,INR,B
45000001217,2000,100156,P100,2025-04-10,282.9,EUR,A
45000001218,3000,100014,P100,2025-04-11,34413.31,EUR,B
45000001219,2000,100122,P200,2025-05-06,2283.75,USD,B
45000001220,3000,100038,P100,2025-01-18,1572.4,INR,A
45000001221,2000,100062,P100,2025-06-26,3561.69,EUR,B
45000001222,2000,100136,P300,2025-04-02,24044.79,USD,A
45000001223,3000,100145,P300,2025-01-15,2475.66,INR,A
45000001224,2000,100134,P100,2025-05-17,7705.72,USD,A
45000001225,1000,100124,P100,2025-06-15,1380.24,EUR,
45000001226,3000,100072,P100,2025-04-09,43604.19,USD,B
45000001227,1000,100132,P300,2025-04-10,2668.18,EUR,A
45000001228,1000,100142,P300,2025-05-05,3315.6,USD,B
45000001229,1000,100103,P100,2025-02-18,4186.84,INR,
45000001230,1000,100159,P200,2025-06-01,2663.27,USD,
45000001231,3000,100152,P200,2025-05-19,5205.5,USD,B
45000001232,1000,100184,P100,2025-04-26,2962.36,USD,
45000001233,3000,100164,P100,2025-03-28,994.76,USD,
45000001234,3000,100167,P300,2025-02-24,4283.71,EUR,A
45000001235,3000,100044,P100,2025-06-23,3050.88,EUR,B
45000001236,1000,100058,P100,2025-03-01,459.84,EUR,
45000001237,3000,100166,P100,2025-05-06,2446.6,USD,B
45000001238,1000,100111,P300,2025-01-12,4127.85,EUR,
45000001239,1000,100122,P300,2025-01-04,1818.96,INR,A
45000001240,2000,100124,P300,2025-01-25,7302.6,INR,B
45000001241,1000,100051,P100,2025-01-17,11073.22,USD,B
45000001242,1000,100135,P100,2025-06-07,15642.48,INR,A
45000001243,3000,100046,P300,2025-03-28,3123.36,USD,A
45000001244,3000,100027,P300,2025-01-31,3218.23,EUR,
45000001245,1000,100194,P100,2025-03-24,6841.5,EUR,
45000001246,1000,100134,P100,2025-03-27,800.42,USD,
45000001247,1000,100200,P300,2025-04-17,790.02,USD,B
45000001248,2000,100122,P100,2025-02-12,7590.76,EUR,
45000001249,1000,100096,P300,2025-02-04,4047.89,EUR,A
45000001250,1000,100109,P200,2025-02-10,10983.12,INR,
45000001251,1000,100176,P100,2025-01-02,1836.53,EUR,B
45000001252,2000,100120,P200,2025-06-01,5687.06,EUR,A
45000001253,1000,100132,P100,2025-06-27,38887.2,INR,B
45000001254,3000,100026,P200,2025-03-11,2527.7,USD,
45000001255,3000,100023,P300,2025-02-14,5862.53,INR,B
45000001256,3000,100068,P200,2025-02-16,614.64,EUR,
45000001257,2000,100181,P200,2025-06-10,5525.2,USD,
45000001258,1000,100022,P100,2025-05-23,4695.6,INR,B
45000001259,3000,100137,P200,2025-01-25,7080.66,EUR,B
45000001260,2000,100061,P300,2025-02-26,6093.65,EUR,
45000001261,1000,100124,P100,2025-03-12,7013.05,INR,
45000001262,2000,100143,P200,2025-06-25,1290.3,INR,
45000001263,1000,100066,P100,2025-06-21,133.56,EUR,A
45000001264,1000,100152,P200,2025-03-14,521.36,USD,A
45000001265,2000,100110,P100,2025-06-07,5921.24,INR,B
45000001266,3000,100063,P100,2025-01-14,3208.92,INR,
45000001267,3000,100085,P100,2025-05-05,9354.88,INR,
45000001268,3000,100099,P300,2025-04-24,6782.77,USD,A
45000001269,3000,100126,P300,2025-02-20,9220.36,USD,
45000001270,2000,100066,P100,2025-01-29,2154.49,INR,
45000001271,1000,100013,P200,2025-04-16,9868.3,INR,
45000001272,3000,100159,P200,2025-05-01,530.1,INR,A
45000001273,1000,100108,P300,2025-02-07,6455.76,USD,
45000001274,2000,100118,P100,2025-04-10,885.36,USD,B
45000001275,3000,100010,P200,2025-02-19,312.66,USD,
45000001276,1000,100088,P100,2025-03-27,2795.04,EUR,B
45000001277,2000,100184,P100,2025-01-16,197.2,INR,A
45000001278,2000,100095,P100,2025-04-28,11877.65,USD,
45000001279,3000,100035,P100,2025-03-17,4691.94,EUR,B
45000001280,3000,100046,P300,2025-02-13,3866.82,INR,
45000001281,3000,100004,P200,2025-04-16,6093.0,INR,B
45000001282,2000,100048,P200,2025-05-02,8628.6,INR,B
45000001283,3000,100052,P100,2025-04-20,13095.36,INR,A
45000001284,3000,100114,P100,2025-04-22,4837.14,EUR,
45000001285,1000,100161,P200,2025-05-27,897.46,INR,
45000001286,3000,100118,P300,2025-05-01,891.59,INR,A
45000001287,2000,100149,P200,2025-05-16,2522.27,EUR,
45000001288,2000,100155,P100,2025-04-26,1637.54,INR,B
45000001289,3000,100078,P300,2025-01-04,1453.22,USD,
45000001290,2000,100193,P200,2025-02-03,2132.39,INR,B
45000001291,1000,100037,P200,2025-01-24,2114.16,EUR,A
45000001292,3000,100067,P200,2025-02-11,3390.54,EUR,B
45000001293,1000,100158,P200,2025-05-30,2077.67,USD,
45000001294,2000,100123,P100,2025-06-30,373.67,USD,B
45000001295,3000,100041,P300,2025-04-29,318.19,INR,B
45000001296,2000,100029,P300,2025-01-19,12114.65,USD,B
45000001297,2000,100019,P200,2025-01-09,9097.94,USD,B
45000001298,3000,100176,P300,2025-06-06,691.01,INR,B
45000001299,3000,100026,P200,2025-01-21,2380.89,EUR,
45000001300,3000,100070,P200,2025-05-12,2908.44,INR,
45000001301,2000,100162,P200,2025-04-09,4725.45,EUR,
45000001302,2000,100056,P100,2025-04-04,44104.15,EUR,B
45000001303,1000,100017,P300,2025-06-30,8055.74,EUR,
45000001304,2000,100122,P100,2025-02-05,19843.26,EUR,
45000001305,2000,100001,P300,2025-06-16,955.92,EUR,B
45000001306,3000,100054,P100,2025-02-23,20833.25,USD,A
45000001307,3000,100140,P300,2025-03-10,1314.5,USD,A
45000001308,1000,100180,P200,2025-01-14,6353.5,USD,A
45000001309,3000,100197,P300,2025-05-05,1465.01,INR,A
45000001310,3000,100057,P300,2025-05-17,5743.96,USD,A
45000001311,2000,100003,P300,2025-06-08,1082.4,EUR,
45000001312,2000,100106,P100,2025-02-18,10834.74,INR,A
45000001313,2000,100103,P100,2025-02-15,7806.76,INR,
45000001314,1000,100135,P300,2025-03-12,1125.6,INR,A
45000001315,1000,100200,P300,2025-02-08,127.2,EUR,
45000001316,2000,100067,P300,2025-03-17,36267.66,EUR,
45000001317,2000,100004,P200,2025-05-02,12212.8,USD,B
45000001318,1000,100093,P200,2025-06-15,2515.68,INR,
45000001319,1000,100193,P300,2025-01-06,5329.28,EUR,A
45000001320,3000,100073,P200,2025-04-16,25772.38,EUR,B
45000001321,2000,100043,P300,2025-03-25,4846.12,EUR,B
45000001322,3000,100053,P200,2025-05-16,688.0,USD,A
45000001323,1000,100052,P200,2025-05-26,810.98,INR,A
45000001324,2000,100168,P200,2025-02-28,17823.12,USD,
45000001325,2000,100020,P200,2025-02-07,1666.47,USD,
45000001326,1000,100050,P300,2025-06-08,3583.2,EUR,A
45000001327,1000,100195,P300,2025-02-16,1594.84,EUR,B
45000001328,1000,100115,P100,2025-02-09,2917.83,INR,
45000001329,3000,100095,P100,2025-03-23,1454.27,USD,A
45000001330,1000,100057,P100,2025-04-05,6297.15,EUR,B
45000001331,3000,100156,P200,2025-01-09,5252.72,USD,
45000001332,2000,100130,P300,2025-04-06,39407.11,INR,B
45000001333,1000,100080,P100,2025-03-19,3884.72,USD,A
45000001334,2000,100065,P200,2025-02-07,5308.02,INR,
45000001335,3000,100149,P200,2025-05-20,6904.58,EUR,B
45000001336,2000,100005,P200,2025-03-17,2742.52,EUR,B
45000001337,3000,100009,P300,2025-02-07,1777.72,USD,A
45000001338,1000,100145,P300,2025-06-26,2814.09,USD,
45000001339,3000,100122,P300,2025-02-05,4238.1,INR,A
45000001340,2000,100143,P300,2025-01-07,2009.4,INR,A
45000001341,1000,100014,P200,2025-04-02,15683.96,INR,B
45000001342,1000,100187,P300,2025-06-14,8204.2,EUR,
45000001343,1000,100068,P100,2025-03-13,21538.71,INR,B
45000001344,3000,100056,P300,2025-04-25,13858.86,INR,B
45000001345,1000,100189,P200,2025-04-11,1978.02,USD,B
45000001346,3000,100004,P100,2025-06-04,1520.18,EUR,A
45000001347,1000,100036,P300,2025-04-12,1263.62,USD,A
45000001348,2000,100065,P100,2025-04-09,14991.68,USD,A
45000001349,2000,100114,P200,2025-03-31,2937.48,EUR,
45000001350,3000,100038,P200,2025-02-25,273.6,EUR,A
45000001351,2000,100195,P100,2025-04-24,3296.58,EUR,A
45000001352,1000,100199,P300,2025-04-17,2207.42,EUR,
45000001353,1000,100150,P200,2025-02-06,13292.66,USD,B
